,budget_assignment,num_positions,amount,budget_category,service_type,location_code,fiscal_year
330,School Aides and Other Support Staff,0.0,"$ 93,149",School Aides and Other Support Staff,,K751,2021
331,ABSENCE COVERAGE,,"$ 2,631",Per Diem,,K751,2021
332,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 47,160",Per Session,,K751,2021
333,PARENT INVOLVEMENT,,"$ 15,000",Per Session,,K751,2021
334,PROFESSIONAL DEVELOPMENT,,"$ 51,862",Per Session,,K751,2021
335,SPECIAL ED INSTRUCTIONAL PGMS,,"$ 2,629",Per Session,,K751,2021
336,Curriculum & Staff Development Contracts,,"$ 22,024",OTPS,,K751,2021
337,Data Processing Repair - Contractual,,"$ 9,614",OTPS,,K751,2021
338,Educational Consultants,,"$ 51,625",OTPS,,K751,2021
339,Educational Software,,"$ 56,969",OTPS,,K751,2021
340,Equipment - General,,"$ 59,905",OTPS,,K751,2021
341,Library Books,,"$ 7,765",OTPS,,K751,2021
342,Non-Contractual Services,,"$ 19,426",OTPS,,K751,2021
343,Supplies - General,,"$ 297,202",OTPS,,K751,2021
344,Textbooks,,"$ 13,924",OTPS,,K751,2021
345,Transportation of Pupils - Contractual,,"$ 1,430",OTPS,,K751,2021
346,Not Available,,"$ 28,185",Sixth period coverage,,K751,2021
347,People Working Partial Year,,"$ 4,336",People Working Partial Year,,K751,2021
348,Main School,26.0,"$ 3,298,967",School Site,,K751,2021
349,AP - ORGANIZATION,1.0,"$ 145,003",Leadership,,K751,2020
350,AP - SPECIAL ED,1.0,"$ 138,518",Leadership,,K751,2020
351,INTERIM ACTING - PRINCIPAL,1.0,"$ 72,518",Leadership,,K751,2020
352,SCHOOL SECRETARY,1.0,"$ 65,976",Secretary,,K751,2020
353,Elec Install and Prac,1.0,"$ 91,551",High School Departments,WHOLE CLASS,K751,2020
354,Emergency Management DHS,1.0,"$ 91,551",High School Departments,WHOLE CLASS,K751,2020
355,ENGLISH LANGUAGE ARTS,1.0,"$ 91,551",High School Departments,REDUCED CLASS SIZE,K751,2020
356,ENGLISH LANGUAGE ARTS,1.0,"$ 91,551",High School Departments,WHOLE CLASS,K751,2020
357,ENGLISH LANGUAGE ARTS,2.0,"$ 183,102",High School Departments,Sub-Total,K751,2020
358,ESL,1.0,"$ 91,551",High School Departments,WHOLE CLASS,K751,2020
359,FL - FRENCH,1.0,"$ 91,551",High School Departments,WHOLE CLASS,K751,2020
360,MATH,2.0,"$ 183,102",High School Departments,WHOLE CLASS,K751,2020
361,NURSING,1.0,"$ 91,551",High School Departments,WHOLE CLASS,K751,2020
362,PHYSICAL EDUCATION,1.0,"$ 91,551",High School Departments,WHOLE CLASS,K751,2020
363,SCIENCE - BIOLOGY,1.0,"$ 91,551",High School Departments,SUBJECT SPECIFIC,K751,2020
364,SCIENCE - BIOLOGY,2.0,"$ 183,102",High School Departments,WHOLE CLASS,K751,2020
365,SCIENCE - BIOLOGY,3.0,"$ 274,653",High School Departments,Sub-Total,K751,2020
366,SOCIAL STUDIES,3.0,"$ 274,653",High School Departments,WHOLE CLASS,K751,2020
367,SPECIAL EDUCATION,2.0,"$ 183,102",High School Departments,ICT - Special Ed Teacher,K751,2020
368,SPECIAL EDUCATION,2.0,"$ 183,102",High School Departments,PUSH-IN -special ed,K751,2020
369,SPECIAL EDUCATION,4.0,"$ 366,204",High School Departments,Sub-Total,K751,2020
370,SPEECH,1.0,"$ 96,693",Special Needs - Support Services,PULL-OUT -all students,K751,2020
371,GUIDANCE COUNSELOR,1.0,"$ 125,899",Guidance/Social Workers,,K751,2020
372,School Aides and Other Support Staff,0.0,"$ 126,456",School Aides and Other Support Staff,,K751,2020
373,ABSENCE COVERAGE,,"$ 10,574",Per Diem,,K751,2020
374,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 76,781",Per Session,,K751,2020
375,PARENT INVOLVEMENT,,"$ 1,300",Per Session,,K751,2020
376,PROFESSIONAL DEVELOPMENT,,"$ 2,000",Per Session,,K751,2020
377,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 7,400",OTPS,,K751,2020
378,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 9,614",OTPS,,K751,2020
379,EDUCATIONAL CONSULTANTS,,"$ 49,440",OTPS,,K751,2020
380,EDUCATIONAL SOFTWARE,,"$ 18,344",OTPS,,K751,2020
381,EQUIPMENT - GENERAL,,"$ 24,359",OTPS,,K751,2020
382,FURNITURE (OBJECT 300),,"$ 24,298",OTPS,,K751,2020
383,LIBRARY BOOKS,,"$ 2,814",OTPS,,K751,2020
384,NON-CONTRACTUAL SERVICES,,"$ 37,934",OTPS,,K751,2020
385,PROFESSIONAL SERVICES OTHER,,"$ 1,037",OTPS,,K751,2020
386,SUPPLIES - GENERAL,,"$ 63,911",OTPS,,K751,2020
387,TELEPHONE AND OTHER COMMUNICATIONS,,"$ 1,200",OTPS,,K751,2020
388,TEXTBOOKS,,"$ 23,161",OTPS,,K751,2020
389,TRANSPORTATION OF PUPILS - CONTRACTUAL,,$ 275,OTPS,,K751,2020
390,People Working Partial Year,,"$ 148,623",People Working Partial Year,,K751,2020
391,Main School,26.0,"$ 3,105,148",School Site,,K751,2020
392,HEAD OF SCHOOL,1.0,"$ 181,689",Leadership,,K751,2019
393,AP - ORGANIZATION,1.0,"$ 143,028",Leadership,,K751,2019
394,AP - SPECIAL ED,1.0,"$ 136,632",Leadership,,K751,2019
395,SCHOOL SECRETARY,2.0,"$ 119,095",Secretary,,K751,2019
396,ARTS,1.0,"$ 84,012",High School Departments,WHOLE CLASS,K751,2019
397,Elec Install and Prac,1.0,"$ 84,012",High School Departments,WHOLE CLASS,K751,2019
398,Emergency Management DHS,1.0,"$ 79,526",High School Departments,WHOLE CLASS,K751,2019
399,ENGLISH LANGUAGE ARTS,1.0,"$ 84,012",High School Departments,PUSH IN/PULL OUT,K751,2019
400,ENGLISH LANGUAGE ARTS,1.0,"$ 84,012",High School Departments,REDUCED CLASS SIZE,K751,2019
401,ENGLISH LANGUAGE ARTS,1.0,"$ 84,012",High School Departments,WHOLE CLASS,K751,2019
402,ENGLISH LANGUAGE ARTS,3.0,"$ 252,036",High School Departments,Sub-Total,K751,2019
403,ESL,1.0,"$ 84,012",High School Departments,WHOLE CLASS,K751,2019
404,FL - FRENCH,1.0,"$ 84,012",High School Departments,WHOLE CLASS,K751,2019
405,Machine Shop Work,1.0,"$ 84,012",High School Departments,WHOLE CLASS,K751,2019
406,MATH,3.0,"$ 252,036",High School Departments,WHOLE CLASS,K751,2019
407,NURSING,1.0,"$ 84,012",High School Departments,WHOLE CLASS,K751,2019
408,PHYSICAL EDUCATION,2.0,"$ 168,024",High School Departments,WHOLE CLASS,K751,2019
409,SCIENCE - BIOLOGY,1.0,"$ 84,012",High School Departments,SUBJECT SPECIFIC,K751,2019
410,SCIENCE - BIOLOGY,2.0,"$ 168,024",High School Departments,WHOLE CLASS,K751,2019
411,SCIENCE - BIOLOGY,3.0,"$ 252,036",High School Departments,Sub-Total,K751,2019
412,SCIENCE - CHEMISTRY,1.0,"$ 84,012",High School Departments,WHOLE CLASS,K751,2019
413,SOCIAL STUDIES,3.0,"$ 252,823",High School Departments,WHOLE CLASS,K751,2019
414,SPECIAL EDUCATION,2.0,"$ 170,885",High School Departments,ICT - Special Ed Teacher,K751,2019
415,SPECIAL EDUCATION,2.0,"$ 168,024",High School Departments,PUSH-IN -special ed,K751,2019
416,SPECIAL EDUCATION,4.0,"$ 338,909",High School Departments,Sub-Total,K751,2019
417,GUIDANCE COUNSELOR,2.0,"$ 205,539",Guidance/Social Workers,,K751,2019
418,School Aides and Other Support Staff,0.0,"$ 115,472",School Aides and Other Support Staff,,K751,2019
419,ABSENCE COVERAGE,,"$ 46,160",Per Diem,,K751,2019
420,IEP-AWAITING PLACEMENT,,"$ 7,320",Per Diem,,K751,2019
421,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 93,399",Per Session,,K751,2019
422,PARENT INVOLVEMENT,,"$ 3,365",Per Session,,K751,2019
423,PROFESSIONAL DEVELOPMENT,,"$ 15,518",Per Session,,K751,2019
424,PUPIL PERSONNEL SERVICES,,"$ 1,500",Per Session,,K751,2019
425,SUMMER STUDENT PROGRAMS,,"$ 31,913",Per Session,,K751,2019
426,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 43,260",OTPS,,K751,2019
427,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 11,780",OTPS,,K751,2019
428,EDUCATIONAL CONSULTANTS,,"$ 26,870",OTPS,,K751,2019
429,EDUCATIONAL SOFTWARE,,"$ 27,999",OTPS,,K751,2019
430,EQUIPMENT - GENERAL,,"$ 24,957",OTPS,,K751,2019
431,FURNITURE (OBJECT 300),,"$ 1,561",OTPS,,K751,2019
432,LIBRARY BOOKS,,"$ 2,162",OTPS,,K751,2019
433,NON-CONTRACTUAL SERVICES,,"$ 35,816",OTPS,,K751,2019
434,PROFESSIONAL SERVICES OTHER,,"$ 1,610",OTPS,,K751,2019
435,SUPPLIES - GENERAL,,"$ 78,770",OTPS,,K751,2019
436,TEXTBOOKS,,"$ 59,436",OTPS,,K751,2019
437,TRANSPORTATION OF PUPILS - CONTRACTUAL,,$ 200,OTPS,,K751,2019
438,People Working Partial Year,,"$ 48,528",People Working Partial Year,,K751,2019
439,CB GE All Other Salaries Set Aside,,"$ 6,641",Setasides,,K751,2019
440,CB GE Classroom Teachers Set Aside,,"$ 20,807",Setasides,,K751,2019
441,CB GE Pupil Support Services Set Aside,,"$ 2,030",Setasides,,K751,2019
442,CB SE Classroom Teachers Set Aside,,$ 995,Setasides,,K751,2019
443,CB SE Pupil Support Services Set Aside,,"$ 2,901",Setasides,,K751,2019
444,Main School,33.0,"$ 3,680,427",School Site,,K751,2019
445,HEAD OF SCHOOL,1.0,"$ 171,972",Leadership,,K751,2018
446,AP - ORGANIZATION,1.0,"$ 131,180",Leadership,,K751,2018
447,AP - SPECIAL ED,1.0,"$ 125,124",Leadership,,K751,2018
448,SCHOOL SECRETARY,2.0,"$ 121,544",Secretary,,K751,2018
449,Account Business Practices,1.0,"$ 76,394",High School Departments,WHOLE CLASS,K751,2018
450,ARTS,1.0,"$ 76,394",High School Departments,WHOLE CLASS,K751,2018
451,Elec Install and Prac,1.0,"$ 76,394",High School Departments,WHOLE CLASS,K751,2018
452,ENGLISH LANGUAGE ARTS,1.0,"$ 76,394",High School Departments,PUSH IN/PULL OUT,K751,2018
453,ENGLISH LANGUAGE ARTS,1.0,"$ 76,394",High School Departments,REDUCED CLASS SIZE,K751,2018
454,ENGLISH LANGUAGE ARTS,2.0,"$ 152,788",High School Departments,WHOLE CLASS,K751,2018
455,ENGLISH LANGUAGE ARTS,4.0,"$ 305,576",High School Departments,Sub-Total,K751,2018
456,ESL,1.0,"$ 76,394",High School Departments,WHOLE CLASS,K751,2018
457,FL - FRENCH,1.0,"$ 76,394",High School Departments,WHOLE CLASS,K751,2018
458,Machine Shop Work,1.0,"$ 76,394",High School Departments,WHOLE CLASS,K751,2018
459,MATH,1.0,"$ 76,394",High School Departments,SUBJECT SPECIFIC,K751,2018
460,MATH,2.0,"$ 152,788",High School Departments,WHOLE CLASS,K751,2018
461,MATH,3.0,"$ 229,182",High School Departments,Sub-Total,K751,2018
462,NURSING,1.0,"$ 76,394",High School Departments,WHOLE CLASS,K751,2018
463,PHYSICAL EDUCATION,2.0,"$ 152,788",High School Departments,WHOLE CLASS,K751,2018
464,SCIENCE - BIOLOGY,1.0,"$ 76,394",High School Departments,SUBJECT SPECIFIC,K751,2018
465,SCIENCE - BIOLOGY,3.0,"$ 229,182",High School Departments,WHOLE CLASS,K751,2018
466,SCIENCE - BIOLOGY,4.0,"$ 305,576",High School Departments,Sub-Total,K751,2018
467,SCIENCE - CHEMISTRY,1.0,"$ 76,394",High School Departments,WHOLE CLASS,K751,2018
468,SOCIAL STUDIES,3.0,"$ 229,182",High School Departments,WHOLE CLASS,K751,2018
469,SPECIAL EDUCATION,2.0,"$ 152,788",High School Departments,ICT - Special Ed Teacher,K751,2018
470,SPECIAL EDUCATION,2.0,"$ 114,721",High School Departments,PUSH-IN -special ed,K751,2018
471,SPECIAL EDUCATION,4.0,"$ 267,509",High School Departments,Sub-Total,K751,2018
472,GUIDANCE COUNSELOR,2.0,"$ 193,646",Guidance/Social Workers,,K751,2018
473,School Aides and Other Support Staff,1.0,"$ 156,660",School Aides and Other Support Staff,,K751,2018
474,ABSENCE COVERAGE,,"$ 105,528",Per Diem,,K751,2018
475,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 130,232",Per Session,,K751,2018
476,Counseling - Mandated,,"$ 1,001",Per Session,,K751,2018
477,PARENT INVOLVEMENT,,$ 279,Per Session,,K751,2018
478,PROFESSIONAL DEVELOPMENT,,$ 382,Per Session,,K751,2018
479,PUPIL PERSONNEL SERVICES,,"$ 8,198",Per Session,,K751,2018
480,SUMMER STUDENT PROGRAMS,,"$ 50,955",Per Session,,K751,2018
481,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 36,600",OTPS,,K751,2018
482,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 13,350",OTPS,,K751,2018
483,EDUCATIONAL CONSULTANTS,,"$ 30,375",OTPS,,K751,2018
484,EDUCATIONAL SOFTWARE,,"$ 39,830",OTPS,,K751,2018
485,EQUIPMENT - GENERAL,,"$ 9,582",OTPS,,K751,2018
486,FURNITURE (OBJECT 300),,"$ 3,050",OTPS,,K751,2018
487,LIBRARY BOOKS,,"$ 2,765",OTPS,,K751,2018
488,NON-CONTRACTUAL SERVICES,,"$ 31,622",OTPS,,K751,2018
489,PROFESSIONAL SERVICES OTHER,,"$ 2,800",OTPS,,K751,2018
490,SUPPLIES - GENERAL,,"$ 108,407",OTPS,,K751,2018
491,TEXTBOOKS,,"$ 28,852",OTPS,,K751,2018
492,TRANSPORTATION OF PUPILS - CONTRACTUAL,,"$ 1,000",OTPS,,K751,2018
493,People Working Partial Year,,"$ 27,676",People Working Partial Year,,K751,2018
494,School Funded Copier,,"$ 7,956",Setasides,,K751,2018
495,Main School,36.0,"$ 3,641,531",School Site,,K751,2018
496,HEAD OF SCHOOL,1.0,"$ 185,789",Leadership,,K745,2022
497,AP - SUPERVISION,3.0,"$ 433,242",Leadership,,K745,2022
498,PARENT COORDINATOR,1.0,"$ 44,075",Coordinator/Supervisor/Dean,,K745,2022
499,School Secretary,2.0,"$ 121,172",Secretary,,K745,2022
500,ARTS,1.0,"$ 79,289",High School Departments,WHOLE CLASS,K745,2022
501,ENGLISH LANGUAGE ARTS,7.0,"$ 555,023",High School Departments,WHOLE CLASS,K745,2022
502,ESL,1.0,"$ 79,289",High School Departments,WHOLE CLASS,K745,2022
503,FL - SPANISH,1.0,"$ 79,289",High School Departments,WHOLE CLASS,K745,2022
504,MATH,5.0,"$ 408,945",High School Departments,WHOLE CLASS,K745,2022
505,MUSIC,2.0,"$ 158,578",High School Departments,WHOLE CLASS,K745,2022
506,PHYSICAL EDUCATION,3.0,"$ 237,867",High School Departments,WHOLE CLASS,K745,2022
507,SCIENCE - BIOLOGY,3.0,"$ 237,867",High School Departments,WHOLE CLASS,K745,2022
508,SOCIAL STUDIES,6.0,"$ 475,873",High School Departments,WHOLE CLASS,K745,2022
509,SPECIAL EDUCATION,7.0,"$ 555,023",High School Departments,ICT - Special Ed Teacher,K745,2022
510,SPECIAL EDUCATION,1.0,"$ 4,567",High School Departments,WHOLE CLASS,K745,2022
511,SPECIAL EDUCATION,8.0,"$ 559,590",High School Departments,Sub-Total,K745,2022
512,SPEECH,1.0,"$ 103,083",Special Needs - Support Services,PUSH IN/PULL OUT,K745,2022
513,Guidance Counselor,3.0,"$ 297,441",Guidance/Social Workers,,K745,2022
514,School Social Worker,1.0,"$ 88,538",Guidance/Social Workers,,K745,2022
515,IEP-CRISIS MANAGEMENT(CIT),4.0,"$ 182,772",Paraprofessionals,,K745,2022
516,IEP-HEALTH,1.0,"$ 16,122",Paraprofessionals,,K745,2022
517,School Aides and Other Support Staff,0.11,"$ 203,741",School Aides and Other Support Staff,,K745,2022
518,ABSENCE COVERAGE,,"$ 41,924",Per Diem,,K745,2022
519,IEP-HEALTH,,"$ 17,375",Per Diem,,K745,2022
520,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 349,275",Per Session,,K745,2022
521,PROFESSIONAL DEVELOPMENT,,"$ 12,786",Per Session,,K745,2022
522,SUMMER STUDENT PROGRAMS,,"$ 50,843",Per Session,,K745,2022
523,Curriculum & Staff Development Contracts,,"$ 8,200",OTPS,,K745,2022
524,Data Processing Repair - Contractual,,"$ 14,397",OTPS,,K745,2022
525,Educational Consultants,,"$ 51,626",OTPS,,K745,2022
526,Educational Software,,"$ 58,233",OTPS,,K745,2022
527,Equipment - General,,"$ 127,322",OTPS,,K745,2022
528,Furniture Object 300,,"$ 22,800",OTPS,,K745,2022
529,Library Books,,"$ 3,218",OTPS,,K745,2022
530,Non-Contractual Services,,"$ 248,082",OTPS,,K745,2022
531,Supplies - General,,"$ 603,228",OTPS,,K745,2022
532,Telecommunication Contracts,,"$ 2,182",OTPS,,K745,2022
533,Telephone and Other Communications,,"$ 1,408",OTPS,,K745,2022
534,Textbooks,,"$ 2,016",OTPS,,K745,2022
535,Transportation of Pupils - Contractual,,"$ 12,000",OTPS,,K745,2022
536,Not Available,,"$ 43,008",Sixth period coverage,,K745,2022
537,People Working Partial Year,,"$ 98,734",People Working Partial Year,,K745,2022
538,Main School,54.11,"$ 6,316,242",School Site,,K745,2022
539,HEAD OF SCHOOL,1.0,"$ 181,328",Leadership,,K745,2021
540,AP - SUPERVISION,3.0,"$ 401,259",Leadership,,K745,2021
541,PARENT COORDINATOR,1.0,"$ 36,710",Coordinator/Supervisor/Dean,,K745,2021
542,School Secretary,2.0,"$ 116,489",Secretary,,K745,2021
543,ARTS,1.0,"$ 73,344",High School Departments,WHOLE CLASS,K745,2021
544,ENGLISH LANGUAGE ARTS,5.0,"$ 366,720",High School Departments,WHOLE CLASS,K745,2021
545,ESL,1.0,"$ 2,230",High School Departments,WHOLE CLASS,K745,2021
546,FL - SPANISH,1.0,"$ 73,344",High School Departments,WHOLE CLASS,K745,2021
547,LIBRARY,0.33,"$ 24,204",High School Departments,PUSH IN-All Students,K745,2021
548,MATH,5.0,"$ 374,220",High School Departments,WHOLE CLASS,K745,2021
549,MUSIC,1.0,"$ 73,344",High School Departments,WHOLE CLASS,K745,2021
550,PHYSICAL EDUCATION,2.0,"$ 146,688",High School Departments,WHOLE CLASS,K745,2021
551,SCIENCE - BIOLOGY,3.0,"$ 220,032",High School Departments,WHOLE CLASS,K745,2021
552,SOCIAL STUDIES,5.0,"$ 379,220",High School Departments,WHOLE CLASS,K745,2021
553,SPECIAL EDUCATION,2.0,"$ 146,688",High School Departments,ICT - Special Ed Teacher,K745,2021
554,SPECIAL EDUCATION,2.0,"$ 146,688",High School Departments,WHOLE CLASS,K745,2021
555,SPECIAL EDUCATION,4.0,"$ 293,376",High School Departments,Sub-Total,K745,2021
556,SPEECH,1.0,"$ 99,109",Special Needs - Support Services,PUSH IN/PULL OUT,K745,2021
557,Guidance Counselor,3.0,"$ 277,200",Guidance/Social Workers,,K745,2021
558,School Social Worker,1.0,"$ 33,859",Guidance/Social Workers,,K745,2021
559,Class Mgr,0.0,"$ 4,923",Paraprofessionals,,K745,2021
560,IEP-CRISIS MANAGEMENT(CIT),4.0,"$ 178,721",Paraprofessionals,,K745,2021
561,School Aides and Other Support Staff,0.0,"$ 152,549",School Aides and Other Support Staff,,K745,2021
562,ABSENCE COVERAGE,,"$ 12,000",Per Diem,,K745,2021
563,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 159,559",Per Session,,K745,2021
564,Counseling - Mandated,,"$ 13,269",Per Session,,K745,2021
565,Building Permit Fees,,"$ 32,785",OTPS,,K745,2021
566,Curriculum & Staff Development Contracts,,"$ 15,000",OTPS,,K745,2021
567,Data Processing Repair - Contractual,,"$ 7,337",OTPS,,K745,2021
568,Educational Consultants,,"$ 6,000",OTPS,,K745,2021
569,Educational Software,,"$ 56,887",OTPS,,K745,2021
570,Equipment - General,,"$ 367,519",OTPS,,K745,2021
571,Furniture Object 300,,"$ 27,681",OTPS,,K745,2021
572,Library Books,,"$ 2,795",OTPS,,K745,2021
573,Non-Contractual Services,,"$ 61,994",OTPS,,K745,2021
574,Non-DP Equipment Repair,,"$ 50,000",OTPS,,K745,2021
575,Professional Services Other,,"$ 7,627",OTPS,,K745,2021
576,Supplies - General,,"$ 509,669",OTPS,,K745,2021
577,Telephone and Other Communications,,"$ 7,900",OTPS,,K745,2021
578,AP Exam Fees Eco. Disadvantaged Students Set Aside,,"$ 1,984",Setasides,,K745,2021
579,College Board Set Aside,,"$ 2,300",Setasides,,K745,2021
580,Not Available,,"$ 48,405",Sixth period coverage,,K745,2021
581,People Working Partial Year,,"$ 109,368",People Working Partial Year,,K745,2021
582,Main School,44.33,"$ 5,008,948",School Site,,K745,2021
583,HEAD OF SCHOOL,1.0,"$ 171,647",Leadership,,K745,2020
584,AP - SUPERVISION,3.0,"$ 367,868",Leadership,,K745,2020
585,PARENT COORDINATOR,1.0,"$ 27,871",Coordinator/Supervisor/Dean,,K745,2020
586,SCHOOL SECRETARY,2.0,"$ 110,467",Secretary,,K745,2020
587,ARTS,1.0,"$ 71,351",High School Departments,WHOLE CLASS,K745,2020
588,ENGLISH LANGUAGE ARTS,6.0,"$ 448,024",High School Departments,WHOLE CLASS,K745,2020
589,ESL,1.0,"$ 71,351",High School Departments,WHOLE CLASS,K745,2020
590,FL - SPANISH,1.0,"$ 71,351",High School Departments,WHOLE CLASS,K745,2020
591,LIBRARY,0.33,"$ 23,546",High School Departments,PUSH IN-All Students,K745,2020
592,MATH,5.0,"$ 356,755",High School Departments,WHOLE CLASS,K745,2020
593,MUSIC,2.0,"$ 142,702",High School Departments,WHOLE CLASS,K745,2020
594,PHYSICAL EDUCATION,2.0,"$ 142,702",High School Departments,WHOLE CLASS,K745,2020
595,SCIENCE - BIOLOGY,3.0,"$ 214,053",High School Departments,WHOLE CLASS,K745,2020
596,SOCIAL STUDIES,5.0,"$ 398,837",High School Departments,WHOLE CLASS,K745,2020
597,SPECIAL EDUCATION,3.0,"$ 214,053",High School Departments,ICT - Special Ed Teacher,K745,2020
598,SPECIAL EDUCATION,2.0,"$ 142,702",High School Departments,WHOLE CLASS,K745,2020
599,SPECIAL EDUCATION,5.0,"$ 356,755",High School Departments,Sub-Total,K745,2020
600,SPEECH,1.0,"$ 96,693",Special Needs - Support Services,PUSH IN/PULL OUT,K745,2020
601,GUIDANCE COUNSELOR,3.0,"$ 274,138",Guidance/Social Workers,,K745,2020
602,SCHOOL SOCIAL WORKER,1.0,"$ 62,822",Guidance/Social Workers,,K745,2020
603,IEP-CRISIS MANAGEMENT(CIT),4.0,"$ 169,552",Paraprofessionals,,K745,2020
604,School Aides and Other Support Staff,1.33,"$ 238,608",School Aides and Other Support Staff,,K745,2020
605,ABSENCE COVERAGE,,"$ 8,299",Per Diem,,K745,2020
606,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 170,228",Per Session,,K745,2020
607,Building Permit Fees,,"$ 6,465",OTPS,,K745,2020
608,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 13,550",OTPS,,K745,2020
609,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 7,337",OTPS,,K745,2020
610,EDUCATIONAL CONSULTANTS,,"$ 38,720",OTPS,,K745,2020
611,EDUCATIONAL SOFTWARE,,"$ 34,238",OTPS,,K745,2020
612,EQUIPMENT - GENERAL,,"$ 38,213",OTPS,,K745,2020
613,FURNITURE (OBJECT 300),,"$ 5,284",OTPS,,K745,2020
614,LIBRARY BOOKS,,"$ 2,515",OTPS,,K745,2020
615,NON-CONTRACTUAL SERVICES,,"$ 40,158",OTPS,,K745,2020
616,SUPPLIES - GENERAL,,"$ 128,870",OTPS,,K745,2020
617,TELEPHONE AND OTHER COMMUNICATIONS,,"$ 2,821",OTPS,,K745,2020
618,TEXTBOOKS,,$ 10,OTPS,,K745,2020
619,TRANSPORTATION OF PUPILS - CONTRACTUAL,,"$ 5,806",OTPS,,K745,2020
620,Not Available,,"$ 10,566",Sixth period coverage,,K745,2020
621,People Working Partial Year,,"$ 5,750",People Working Partial Year,,K745,2020
622,Main School,48.66,"$ 4,335,923",School Site,,K745,2020
623,HEAD OF SCHOOL,1.0,"$ 169,309",Leadership,,K745,2019
624,AP - SUPERVISION,3.0,"$ 305,469",Leadership,,K745,2019
625,PARENT COORDINATOR,1.0,"$ 42,984",Coordinator/Supervisor/Dean,,K745,2019
626,SCHOOL SECRETARY,2.0,"$ 102,583",Secretary,,K745,2019
627,ARTS,1.0,"$ 69,540",High School Departments,WHOLE CLASS,K745,2019
628,ENGLISH LANGUAGE ARTS,4.0,"$ 310,349",High School Departments,WHOLE CLASS,K745,2019
629,ESL,1.0,"$ 29,207",High School Departments,WHOLE CLASS,K745,2019
630,FL - SPANISH,1.0,"$ 69,540",High School Departments,WHOLE CLASS,K745,2019
631,LIBRARY,0.33,"$ 22,948",High School Departments,PUSH IN-All Students,K745,2019
632,MATH,5.0,"$ 347,700",High School Departments,WHOLE CLASS,K745,2019
633,MUSIC,2.0,"$ 139,080",High School Departments,WHOLE CLASS,K745,2019
634,PHYSICAL EDUCATION,2.0,"$ 139,080",High School Departments,WHOLE CLASS,K745,2019
635,SCIENCE - BIOLOGY,3.0,"$ 208,620",High School Departments,WHOLE CLASS,K745,2019
636,SOCIAL STUDIES,3.0,"$ 221,120",High School Departments,WHOLE CLASS,K745,2019
637,SPECIAL EDUCATION,3.0,"$ 222,069",High School Departments,ICT - Special Ed Teacher,K745,2019
638,SPECIAL EDUCATION,1.0,"$ 41,724",High School Departments,WHOLE CLASS,K745,2019
639,SPECIAL EDUCATION,4.0,"$ 263,793",High School Departments,Sub-Total,K745,2019
640,ATTENDANCE,1.0,"$ 138,934",Special Needs - Support Services,PULL-OUT -all students,K745,2019
641,GUIDANCE COUNSELOR,3.0,"$ 246,813",Guidance/Social Workers,,K745,2019
642,IEP-CRISIS MANAGEMENT(CIT),4.0,"$ 180,977",Paraprofessionals,,K745,2019
643,School Aides and Other Support Staff,1.33,"$ 189,749",School Aides and Other Support Staff,,K745,2019
644,ABSENCE COVERAGE,,"$ 6,216",Per Diem,,K745,2019
645,IEP-ALTERNATE PLACEMENT,,"$ 7,034",Per Diem,,K745,2019
646,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 155,077",Per Session,,K745,2019
647,SUMMER STUDENT PROGRAMS,,"$ 8,250",Per Session,,K745,2019
648,CURRICULUM & STAFF DEVELOPMENT CONTRACTS,,"$ 26,700",OTPS,,K745,2019
649,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 8,614",OTPS,,K745,2019
650,EDUCATIONAL CONSULTANTS,,"$ 36,302",OTPS,,K745,2019
651,EDUCATIONAL SOFTWARE,,"$ 39,788",OTPS,,K745,2019
