,allocation_category,amount,location_code,fiscal_year
473,TL Implicit Bias Awareness,"$ 1,541",K745,2021
474,TL Instructional Leadership Framework,"$ 18,938",K745,2021
475,TL NYSTL Hardware HS,"$ 4,860",K745,2021
476,TL NYSTL Library Books HS,"$ 2,795",K745,2021
477,TL NYSTL Software HS,"$ 4,482",K745,2021
478,TL NYSTL Textbooks HS,"$ 25,961",K745,2021
479,TL Parent Coordinator HS,"$ 43,968",K745,2021
480,TL Parent Coordinator OTPS HS,$ 500,K745,2021
481,TL Periodic Assessment,"$ 1,700",K745,2021
482,TL RS IEP Para,"$ 122,447",K745,2021
483,TL RS IEP Teacher HS,"$ 73,344",K745,2021
484,TL RS Mandated Counseling Shared,"$ 77,345",K745,2021
485,TL RS Mandated Speech Shared,"$ 99,109",K745,2021
486,TL School COVID Planning Supplement,"$ 5,556",K745,2021
487,TL Summer in the City Shared,"$ 32,640",K745,2021
488,TL Translation Services,"$ 1,630",K745,2021
489,High Need Support for Title I,"$ 10,973",K745,2020
490,IDEA RS IEP Para,"$ 44,015",K745,2020
491,Title I SWP,"$ 327,563",K745,2020
492,Title I SWP Parent and Family Engagement,"$ 3,309",K745,2020
493,Title I SWP Translation Services,"$ 2,305",K745,2020
494,Title III Immigrant,"$ 6,477",K745,2020
495,Title IV Ed Tech,"$ 15,000",K745,2020
496,TL 09 C4E CTT HS,"$ 106,622",K745,2020
497,TL Arts Studio HS,"$ 2,595",K745,2020
498,TL CB School Staff,"$ 29,986",K745,2020
499,TL Computer Maintenance HS,"$ 7,337",K745,2020
500,TL Continuous Improvement HS,"$ 16,000",K745,2020
501,TL E&E Advanced Placement for All HS,"$ 26,770",K745,2020
502,TL E&E AP for All PSPD HS,"$ 16,000",K745,2020
503,TL E&E AP for All Support HS,"$ 15,658",K745,2020
504,TL E&E College Access 4 All HS,"$ 32,476",K745,2020
505,TL ELA/Math Student Support,"$ 15,950",K745,2020
506,TL Fair Student Funding HS,"$ 3,261,610",K745,2020
507,TL FSF Post-IEP Support HS,$ 493,K745,2020
508,TL Implicit Bias Awareness,"$ 7,186",K745,2020
509,TL Instructional Leadership Framework,"$ 19,097",K745,2020
510,TL Learning and Practicing Tolerance HS,"$ 1,956",K745,2020
511,TL MOSL,"$ 1,500",K745,2020
512,TL NYSTL Hardware HS,"$ 4,102",K745,2020
513,TL NYSTL Library Books HS,"$ 2,515",K745,2020
514,TL NYSTL Software HS,"$ 4,057",K745,2020
515,TL NYSTL Textbooks HS,"$ 23,477",K745,2020
516,TL Parent Coordinator HS,"$ 45,745",K745,2020
517,TL Parent Coordinator OTPS HS,$ 500,K745,2020
518,TL RS IEP Para,"$ 125,538",K745,2020
519,TL RS Mandated Counseling Shared,"$ 66,224",K745,2020
520,TL RS Mandated Speech Shared,"$ 96,693",K745,2020
521,TL Summer in the City Shared,"$ 4,499",K745,2020
522,TL Summer in the City Support Shared,"$ 5,201",K745,2020
523,TL Translation Services,"$ 1,353",K745,2020
524,AIDP Attendance Shared,"$ 138,934",K745,2019
525,IDEA RS IEP Para,"$ 99,117",K745,2019
526,Sequester Aid IDEA RS IEP Paras,"$ 3,574",K745,2019
527,Sequester/2010 Census Title I SWP,"$ 10,379",K745,2019
528,Title I SWP,"$ 302,707",K745,2019
529,Title I SWP Parent and Family Engagement,"$ 3,058",K745,2019
530,Title I SWP Translation Services,"$ 2,190",K745,2019
531,Title III Immigrant,"$ 9,182",K745,2019
532,Title IV ED Tech,"$ 28,125",K745,2019
533,TL 09 C4E CTT HS,"$ 106,622",K745,2019
534,TL Arts Studio HS,"$ 2,550",K745,2019
535,TL CB Per Session Per Diem Prep,$ 717,K745,2019
536,TL CB School Staff,"$ 10,665",K745,2019
537,TL Computer Maintenance HS,"$ 8,614",K745,2019
538,TL E&E Advanced Placement for All HS,"$ 26,408",K745,2019
539,TL E&E AP for All PSPD HS,"$ 10,302",K745,2019
540,TL E&E AP for All Support HS,"$ 38,800",K745,2019
541,TL ELA/Math Student Support,"$ 13,482",K745,2019
542,TL Fair Student Funding HS,"$ 2,785,976",K745,2019
543,TL FSF Post-IEP Support HS,"$ 1,961",K745,2019
544,TL GE CB School Staff,"$ 28,762",K745,2019
545,TL Implicit Bias Awareness,$ 251,K745,2019
546,TL MOSL,"$ 1,500",K745,2019
547,TL NYSTL Hardware HS,"$ 4,000",K745,2019
548,TL NYSTL Library Books HS,"$ 2,349",K745,2019
549,TL NYSTL Software HS,"$ 3,845",K745,2019
550,TL NYSTL Textbooks HS,"$ 21,840",K745,2019
551,TL Parent Coordinator HS,"$ 42,984",K745,2019
552,TL Parent Coordinator OTPS HS,$ 500,K745,2019
553,TL RS IEP Para,"$ 85,318",K745,2019
554,TL RS Mandated Counseling Shared,"$ 44,990",K745,2019
555,TL SE CB School Staff,"$ 7,507",K745,2019
556,TL Strong Schools Strong Communities HS,"$ 16,000",K745,2019
557,TL Summer in the City Shared,"$ 4,147",K745,2019
558,TL Teacher Career Pathway - Subsidy Allocation,$ 832,K745,2019
559,TL Translation Services,"$ 1,286",K745,2019
560,TL Vision for School Improvement,"$ 19,097",K745,2019
561,IDEA RS IEP Para,"$ 71,684",K745,2018
562,Sequester Aid IDEA RS IEP Paras,"$ 5,531",K745,2018
563,Sequester/2010 Census Title I SWP,"$ 9,649",K745,2018
564,Title I SWP,"$ 271,824",K745,2018
565,Title I SWP Parent Involvement,"$ 2,746",K745,2018
566,Title I SWP Translation Services,"$ 1,949",K745,2018
567,Title III Immigrant,"$ 4,783",K745,2018
568,TL 09 C4E CTT HS,"$ 63,973",K745,2018
569,TL Arts Studio HS,"$ 3,495",K745,2018
570,TL CB School Staff,"$ 3,383",K745,2018
571,TL Computer Maintenance HS,"$ 9,416",K745,2018
572,TL Deferred Program Planning Initiative HS,"$ 32,040",K745,2018
573,TL E&E AP for All Support HS,"$ 7,810",K745,2018
574,TL E&E LINCT Program HS,"$ 1,068",K745,2018
575,TL ELA/Math Student Support,"$ 9,320",K745,2018
576,TL Fair Student Funding HS,"$ 2,638,482",K745,2018
577,TL FSF Post-IEP Support HS,$ 490,K745,2018
578,TL MOSL,"$ 1,500",K745,2018
579,TL NYSTL Hardware HS,"$ 3,841",K745,2018
580,TL NYSTL Library Books HS,"$ 2,189",K745,2018
581,TL NYSTL Software HS,"$ 3,592",K745,2018
582,TL NYSTL Textbooks HS,"$ 20,395",K745,2018
583,TL Parent Coordinator HS,"$ 42,984",K745,2018
584,TL Parent Coordinator OTPS HS,$ 500,K745,2018
585,TL RS IEP Para,"$ 69,398",K745,2018
586,TL RS Mandated Counseling Shared,"$ 52,786",K745,2018
587,TL Strong Schools Strong Communities HS,"$ 16,000",K745,2018
588,TL Summer in the City Shared,"$ 3,916",K745,2018
589,TL Summer in the City Support Shared,"$ 5,073",K745,2018
590,TL Translation Services,"$ 1,145",K745,2018
591,TL Vision for School Improvement,"$ 19,097",K745,2018
592,ARPA Academic Recovery,"$ 89,148",K722,2022
593,ARPA Academic Recovery AP Summer Rising,"$ 35,980",K722,2022
594,ARPA Academic Recovery Arts,"$ 22,287",K722,2022
595,ARPA Academic Recovery Arts Summer Rising,"$ 25,000",K722,2022
596,ARPA Academic Recovery Para Summer Rising,"$ 5,801",K722,2022
597,ARPA Academic Recovery SE After-School Instruction,"$ 28,054",K722,2022
598,ARPA Academic Recovery SE Counseling,"$ 2,358",K722,2022
599,ARPA Academic Recovery SE Intervention Training,"$ 2,363",K722,2022
600,ARPA Academic Recovery SE Planning Prep,"$ 2,904",K722,2022
601,ARPA Academic Recovery SE RS Related Services,"$ 12,006",K722,2022
602,ARPA Academic Recovery SE Support Summer Rising,"$ 19,530",K722,2022
603,ARPA Academic Recovery Social Worker,"$ 154,225",K722,2022
604,ARPA Election Day Remote Planning,"$ 3,194",K722,2022
605,ARPA LA MYA Register Relief,"$ 229,974",K722,2022
606,ARPA School COVID Planning Expansion,"$ 11,188",K722,2022
607,ARPA Vaccine Policy Coverage,"$ 18,325",K722,2022
608,Contract for Excellence FY 09,"$ 135,364",K722,2022
609,CRRSA Computer Maintenance,"$ 1,118",K722,2022
610,CRRSA CRSE Arts Studio,$ 321,K722,2022
611,CRRSA ELL/Special Needs Partner Arts Project OTPS,"$ 14,697",K722,2022
612,CRRSA Restoration Arts Studio,$ 814,K722,2022
613,CRRSA School Wellness,$ 361,K722,2022
614,CRRSA SHSAT,$ 176,K722,2022
615,CRRSA Situation Room,"$ 3,075",K722,2022
616,High Need Support for Title I,"$ 6,883",K722,2022
617,High Need Support for Title I STH,"$ 1,077",K722,2022
618,IC REV Physical Fitness CHAMPS SUPP UA 481/482,"$ 3,024",K722,2022
619,IDEA RS IEP Para,"$ 76,975",K722,2022
620,Rollover Smart Schools Bond Act,"$ 11,410",K722,2022
621,Title I SWP,"$ 197,249",K722,2022
622,Title I SWP Carry Over,"$ 27,379",K722,2022
623,Title I SWP Carry Over Parent and Family Engage,"$ 1,111",K722,2022
624,Title I SWP Parent and Family Engagement,"$ 1,972",K722,2022
625,Title I SWP STH,"$ 30,849",K722,2022
626,Title I SWP Translation Services,"$ 1,665",K722,2022
627,Title IV Fall Reopening Planning Grant,"$ 4,942",K722,2022
628,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179",K722,2022
629,Title IV Well Rounded ELA Math Support,"$ 5,756",K722,2022
630,TL CB School Staff,"$ 102,972",K722,2022
631,TL Champs,"$ 2,376",K722,2022
632,TL Computer Maintenance,"$ 5,437",K722,2022
633,TL CRRSA COVID MYA Register Relief,"$ 64,864",K722,2022
634,TL ELA/Math Student Support,"$ 16,663",K722,2022
635,TL ELL/Special Needs Partner Arts Project OTPS,$ 303,K722,2022
636,TL ELL/Special Needs Partner Arts Project PS,"$ 1,296",K722,2022
637,TL Fair Student Funding,"$ 2,080,773",K722,2022
638,TL FSF Post-IEP Support,$ 507,K722,2022
639,TL HEW School Wellness Council,$ 139,K722,2022
640,TL MOSL,"$ 1,500",K722,2022
641,TL NYSTL Hardware,$ 594,K722,2022
642,TL NYSTL Library Books,"$ 1,465",K722,2022
643,TL NYSTL Software,$ 593,K722,2022
644,TL NYSTL Textbooks,"$ 13,584",K722,2022
645,TL Parent Coordinator,"$ 43,968",K722,2022
646,TL Parent Coordinator OTPS,$ 500,K722,2022
647,TL RS IEP Para,"$ 53,234",K722,2022
648,TL RS Mandated Counseling Shared,"$ 52,052",K722,2022
649,TL RS Mandated Speech Shared,"$ 103,083",K722,2022
650,TL RS Speech Sixth Period Coverage,"$ 7,676",K722,2022
651,TL SBST Shared,"$ 33,489",K722,2022
652,TL Situation Room,$ 565,K722,2022
653,TL Specialized Admissions,"$ 1,058",K722,2022
654,TL Summer Rising Shared,"$ 20,283",K722,2022
655,TL Summer Rising Support Shared,"$ 3,495",K722,2022
656,TL Translation Services,"$ 1,166",K722,2022
657,Contract for Excellence FY 09,"$ 135,364",K722,2021
658,Funds Pub Schl 96 - Arnhold Dance Program,"$ 2,100",K722,2021
659,High Need Support for Title I,"$ 6,861",K722,2021
660,IDEA RS IEP Para,"$ 84,414",K722,2021
661,TI SIG Cohort 7 YR5 (17K722 and 17KS17),"$ 311,945",K722,2021
662,Title I STH,"$ 3,100",K722,2021
663,Title I STH Carry Over,"$ 3,100",K722,2021
664,Title I SWP,"$ 196,015",K722,2021
665,Title I SWP Carry Over,"$ 28,407",K722,2021
666,Title I SWP Parent and Family Engagement,"$ 3,568",K722,2021
667,Title I SWP Summer in the City,"$ 5,182",K722,2021
668,Title I SWP Translation Services,"$ 1,648",K722,2021
669,Title IV Summer Rising Reopening Planning,"$ 2,046",K722,2021
670,Title IV Well Rounded ELA Math Support,"$ 4,916",K722,2021
671,TL Arts Studio,$ 560,K722,2021
672,TL CB School Staff,"$ 34,586",K722,2021
673,TL Champs,"$ 3,133",K722,2021
674,TL Computer Maintenance,"$ 11,431",K722,2021
675,TL CRRSA COVID Teacher Support,"$ 29,408",K722,2021
676,TL ELA/Math Student Support,"$ 13,762",K722,2021
677,TL Fair Student Funding,"$ 2,379,272",K722,2021
678,TL HEW School Wellness Council,"$ 2,500",K722,2021
679,TL Implicit Bias Awareness,"$ 1,214",K722,2021
680,TL Instructional Leadership Framework,"$ 18,938",K722,2021
681,TL NYSTL Hardware,"$ 2,678",K722,2021
682,TL NYSTL Library Books,"$ 1,540",K722,2021
683,TL NYSTL Software,"$ 4,470",K722,2021
684,TL NYSTL Textbooks,"$ 9,302",K722,2021
685,TL Parent Coordinator,"$ 43,968",K722,2021
686,TL Parent Coordinator OTPS,$ 500,K722,2021
687,TL Periodic Assessment,"$ 1,500",K722,2021
688,TL RS IEP Para,"$ 147,957",K722,2021
689,TL RS Mandated Counseling Shared,"$ 56,370",K722,2021
690,TL RS Mandated Speech Shared,"$ 99,109",K722,2021
691,TL SBST Shared,"$ 32,819",K722,2021
692,TL School COVID Planning Supplement,"$ 4,096",K722,2021
693,TL Specialized Admissions,"$ 1,016",K722,2021
694,TL Summer in the City Shared,$ 964,K722,2021
695,TL Terminal and Paid Leaves,$ 664,K722,2021
696,TL Translation Services,"$ 1,154",K722,2021
697,Contract for Excellence FY 09,"$ 135,364",K722,2020
698,Funds Pub Schl 62 - Arnhold Dance,$ 400,K722,2020
699,FY20 NYS Senate Grant-in-Aid (08669),"$ 10,000",K722,2020
700,High Need Support for Title I,"$ 6,489",K722,2020
701,IDEA RS IEP Para,"$ 87,300",K722,2020
702,TI SIG Cohort 7 YR4 (17K722 and 17KS17),"$ 274,123",K722,2020
703,Title I SWP,"$ 193,698",K722,2020
704,Title I SWP Parent and Family Engagement,"$ 1,957",K722,2020
705,Title I SWP Translation Services,"$ 1,719",K722,2020
706,TL Arts Studio,"$ 1,730",K722,2020
707,TL CB School Staff,"$ 29,898",K722,2020
708,TL Computer Maintenance,"$ 11,431",K722,2020
709,TL Continuous Improvement,"$ 16,000",K722,2020
710,TL E&E MS College Access OTPS,"$ 15,142",K722,2020
711,TL E&E MS College Access PS,"$ 4,639",K722,2020
712,TL ELA/Math Student Support,"$ 15,796",K722,2020
713,TL Fair Student Funding,"$ 2,409,944",K722,2020
714,TL HEW School Wellness Council,"$ 2,500",K722,2020
715,TL Instructional Leadership Framework,"$ 19,097",K722,2020
716,TL Learning and Practicing Tolerance,"$ 1,956",K722,2020
717,TL MOSL,"$ 1,500",K722,2020
718,TL MS Task Force,"$ 8,600",K722,2020
719,TL NYSTL Hardware,"$ 2,578",K722,2020
720,TL NYSTL Library Books,"$ 1,581",K722,2020
721,TL NYSTL Software,"$ 2,549",K722,2020
722,TL NYSTL Textbooks,$ 880,K722,2020
723,TL Parent Coordinator,"$ 43,558",K722,2020
724,TL Parent Coordinator OTPS,$ 500,K722,2020
725,TL Permanent Placement Incentive,"$ 57,005",K722,2020
726,TL RS IEP Para,"$ 211,937",K722,2020
727,TL RS Mandated Counseling Shared,"$ 63,627",K722,2020
728,TL RS Mandated Speech Shared,"$ 96,693",K722,2020
729,TL SBST Shared,"$ 33,205",K722,2020
730,TL Social and Emotional Learning,"$ 10,500",K722,2020
731,TL Summer in the City Shared,"$ 18,898",K722,2020
732,TL Translation Services,"$ 1,009",K722,2020
733,TL Wellness Support,$ 378,K722,2020
734,Contract for Excellence FY 09,"$ 158,922",K722,2019
735,Funds Pub Schl 82 -Arnhold Dance Program,"$ 2,500",K722,2019
736,FY19 Grant in Aid Assembly (98670),"$ 25,000",K722,2019
737,IDEA RS IEP Para,"$ 111,492",K722,2019
738,Sequester Aid IDEA RS IEP Paras,"$ 11,909",K722,2019
739,Sequester/2010 Census Title I SWP,"$ 6,359",K722,2019
740,TI SIG Cohort 7 Year 3 (17K722),"$ 272,741",K722,2019
741,Title I SWP,"$ 185,469",K722,2019
742,Title I SWP Parent and Family Engagement,"$ 1,873",K722,2019
743,Title I SWP Translation Services,"$ 1,642",K722,2019
744,TL Arts Studio,"$ 1,700",K722,2019
745,TL CB Per Session Per Diem Prep,"$ 1,383",K722,2019
746,TL CB School Staff,"$ 37,491",K722,2019
747,TL CB School Staff Related Services,"$ 1,126",K722,2019
748,TL Computer Maintenance,"$ 10,153",K722,2019
749,TL Core Curriculum Support,$ 143,K722,2019
750,TL E&E MS College Access OTPS,"$ 12,550",K722,2019
751,TL E&E MS College Access PS,"$ 4,603",K722,2019
752,TL ELA/Math Student Support,"$ 13,702",K722,2019
753,TL Fair Student Funding,"$ 2,372,293",K722,2019
754,TL FSF Post-IEP Support,"$ 1,471",K722,2019
755,TL GE CB School Staff,"$ 23,377",K722,2019
756,TL MOSL,"$ 1,500",K722,2019
757,TL MS Task Force,"$ 12,300",K722,2019
758,TL NYSTL Hardware,"$ 2,483",K722,2019
759,TL NYSTL Library Books,"$ 1,458",K722,2019
760,TL NYSTL Software,"$ 2,387",K722,2019
761,TL NYSTL Textbooks,"$ 11,880",K722,2019
762,TL Parent Coordinator,"$ 40,929",K722,2019
763,TL Parent Coordinator OTPS,$ 500,K722,2019
764,TL RS IEP Para,"$ 322,892",K722,2019
765,TL RS Mandated Counseling Shared,"$ 62,486",K722,2019
766,TL RS Mandated Speech Shared,"$ 93,637",K722,2019
767,TL SBST Shared,"$ 31,719",K722,2019
768,TL School Incentive 2019,"$ 40,118",K722,2019
769,TL SE CB School Staff,"$ 15,787",K722,2019
770,TL Social and Emotional Learning,"$ 9,000",K722,2019
771,TL Strong Schools Strong Communities,"$ 16,000",K722,2019
772,TL Student Club Initiative OTPS,"$ 1,000",K722,2019
773,TL Summer in the City Shared,"$ 2,474",K722,2019
774,TL Translation Services,$ 964,K722,2019
775,TL Vision for School Improvement,"$ 19,097",K722,2019
776,Contract for Excellence FY 09,"$ 158,922",K722,2018
777,IDEA RS IEP Para,"$ 99,273",K722,2018
778,IDEA SBST Shared,"$ 34,158",K722,2018
779,OASAS Sub Abuse,"$ 71,723",K722,2018
780,OASAS Sub Abuse OTPS,$ 500,K722,2018
781,Private Grant 30,$ 674,K722,2018
782,Rollover Private Grant 38,"$ 1,001",K722,2018
783,Sequester Aid IDEA RS IEP Paras,"$ 10,607",K722,2018
784,Sequester/2010 Census Title I SWP,"$ 6,354",K722,2018
785,TI SIG Cohort 7 Yr 2 17K722,"$ 268,182",K722,2018
786,Title I Priority/Focus SWP,"$ 46,675",K722,2018
787,Title I Priority/Focus SWP Parent Education,"$ 13,936",K722,2018
788,Title I SWP,"$ 178,983",K722,2018
789,Title I SWP Parent Involvement,"$ 1,808",K722,2018
790,Title I SWP Translation Services,"$ 1,740",K722,2018
791,TL Arts Studio,"$ 2,330",K722,2018
792,TL CB School Staff,"$ 12,933",K722,2018
793,TL Computer Maintenance,"$ 14,416",K722,2018
794,TL Core Curriculum Support,$ 286,K722,2018
795,TL E&E MS College Access,"$ 14,302",K722,2018
796,TL ELA/Math Student Support,"$ 11,251",K722,2018
797,TL Fair Student Funding,"$ 2,189,575",K722,2018
798,TL MOSL,"$ 1,500",K722,2018
799,TL MS Task Force,"$ 12,300",K722,2018
800,TL NYSTL Library Books,"$ 1,525",K722,2018
801,TL NYSTL Textbooks,"$ 17,442",K722,2018
802,TL Parent Coordinator,"$ 40,929",K722,2018
803,TL Parent Coordinator OTPS,$ 500,K722,2018
804,TL RS IEP Para,"$ 331,873",K722,2018
805,TL RS Mandated Counseling Shared,"$ 57,585",K722,2018
806,TL RS Mandated Speech Shared,"$ 90,166",K722,2018
807,TL RS Speech Sixth Period Coverage,"$ 6,934",K722,2018
808,TL SBST Shared,"$ 9,461",K722,2018
809,TL School Incentive 2019,"$ 38,992",K722,2018
810,TL School Incentive 2019B,"$ 38,993",K722,2018
811,TL Social and Emotional Learning,"$ 5,000",K722,2018
812,TL Strong Schools Strong Communities,"$ 16,000",K722,2018
813,TL Summer in the City Shared,"$ 2,452",K722,2018
814,TL Translation Services,"$ 1,022",K722,2018
815,TL Vision for School Improvement,"$ 19,097",K722,2018
816,4K for All,"$ 424,212",K705,2022
817,AIDP Attendance Shared,"$ 150,490",K705,2022
818,ARPA Academic Recovery,"$ 83,698",K705,2022
819,ARPA Academic Recovery AP Summer Rising,"$ 17,990",K705,2022
820,ARPA Academic Recovery Arts,"$ 20,924",K705,2022
821,ARPA Academic Recovery CBO Support Summer Rising,"$ 139,614",K705,2022
822,ARPA Academic Recovery Para Summer Rising,"$ 3,382",K705,2022
823,ARPA Academic Recovery Remote Summer Rising,"$ 221,568",K705,2022
824,ARPA Academic Recovery SE After-School Instruction,"$ 26,085",K705,2022
825,ARPA Academic Recovery SE Counseling,"$ 2,021",K705,2022
826,ARPA Academic Recovery SE Intervention Training,"$ 2,624",K705,2022
827,ARPA Academic Recovery SE Planning Prep,"$ 2,700",K705,2022
828,ARPA Academic Recovery SE RS Related Services,"$ 16,182",K705,2022
829,ARPA Academic Recovery Summer Rising,"$ 12,933",K705,2022
830,ARPA COVID Staffing Support,"$ 191,623",K705,2022
831,ARPA Election Day Remote Planning,"$ 1,597",K705,2022
832,ARPA School COVID Planning Expansion,"$ 12,856",K705,2022
833,ARPA Vaccine Policy Coverage,"$ 2,017",K705,2022
834,CRRSA 3K for All Expansion,"$ 229,106",K705,2022
835,CRRSA Computer Maintenance,$ 433,K705,2022
836,CRRSA CRSE Arts Studio,$ 321,K705,2022
837,CRRSA Home Language Libraries,"$ 1,000",K705,2022
838,CRRSA Restoration Arts Studio,$ 814,K705,2022
839,CRRSA Situation Room,"$ 3,075",K705,2022
840,High Need Support for Title I,"$ 6,492",K705,2022
841,High Need Support for Title I STH,"$ 1,142",K705,2022
842,IDEA RS IEP Para,"$ 127,619",K705,2022
843,IDEA SBST Shared,"$ 154,225",K705,2022
844,Rollover Smart Schools Bond Act,"$ 11,725",K705,2022
845,Rollover Smart Schools Bond Act (98220),"$ 11,805",K705,2022
846,State Misc 03-Empire State Afterschl Prog /Round 1,"$ 8,500",K705,2022
847,Title I 1003a TSI/CSI OTPS,"$ 12,025",K705,2022
848,Title I 1003a TSI/CSI PS,"$ 48,101",K705,2022
849,Title I CSI Participatory Budgeting,"$ 2,000",K705,2022
850,Title I Enhanced - EPL,"$ 8,983",K705,2022
851,Title I School Improvement 97 Enhanced Grant 11697,"$ 10,000",K705,2022
852,Title I SWP,"$ 186,030",K705,2022
853,Title I SWP Carry Over,"$ 25,822",K705,2022
854,Title I SWP Carry Over Parent and Family Engage,"$ 1,047",K705,2022
855,Title I SWP Parent and Family Engagement,"$ 1,860",K705,2022
856,Title I SWP STH,"$ 32,719",K705,2022
857,Title I SWP Translation Services,"$ 1,752",K705,2022
858,Title III LEP,"$ 12,000",K705,2022
859,Title IV Fall Reopening Planning Grant,"$ 5,670",K705,2022
860,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179",K705,2022
861,Title IV Well Rounded ELA Math Support,"$ 4,320",K705,2022
862,TL CB School Staff,"$ 61,073",K705,2022
863,TL Computer Maintenance,"$ 2,104",K705,2022
864,TL ELA/Math Student Support,"$ 12,506",K705,2022
