,location_code,fiscal_year,allocation_category,amount
10,M670,2018,TL RS Mandated Counseling Shared,"$ 47,987"
11,M670,2018,TL RS Mandated Speech Shared,"$ 90,166"
12,M670,2018,TL RS Speech Sixth Period Coverage,"$ 11,365"
13,M670,2018,TL School to School Summer Transfers Shared,"$ 40,498"
14,M670,2018,TL Showcase School Support,"$ 7,000"
15,M670,2018,TL Strong Schools Strong Communities HS,"$ 16,000"
16,M670,2018,TL Summer in the City Shared,"$ 47,011"
17,M670,2018,TL Summer in the City Support Shared,"$ 5,755"
18,M670,2018,TL Temporary Shortfall Per Diem,"$ 8,129"
19,M670,2018,TL Temporary Shortfall Per Session-OTPS,"$ 30,156"
20,M670,2018,TL Temporary Shortfall Teachers,"$ 326,316"
21,M670,2018,TL Translation Services,"$ 1,363"
22,M670,2018,TL Vision for School Improvement,"$ 24,888"
0,M517,2022,4K for All,"$ 439,400"
1,M517,2022,ARPA Academic Recovery,"$ 117,846"
2,M517,2022,ARPA Academic Recovery AP Summer Rising,"$ 17,990"
3,M517,2022,ARPA Academic Recovery Arts,"$ 29,461"
4,M517,2022,ARPA Academic Recovery Para Summer Rising,"$ 3,382"
5,M517,2022,ARPA Academic Recovery SE After-School Instruction,"$ 34,452"
6,M517,2022,ARPA Academic Recovery SE Counseling,"$ 2,695"
7,M517,2022,ARPA Academic Recovery SE Intervention Training,"$ 4,987"
8,M517,2022,ARPA Academic Recovery SE Planning Prep,"$ 3,566"
9,M517,2022,ARPA Academic Recovery SE RS Related Services,"$ 16,530"
10,M517,2022,ARPA Academic Recovery SE Support Summer Rising,"$ 12,541"
11,M517,2022,ARPA COVID Staffing Support,"$ 74,850"
12,M517,2022,ARPA Election Day Remote Planning,"$ 4,791"
13,M517,2022,ARPA LA MYA Register Relief,"$ 144,374"
14,M517,2022,ARPA Restorative Justice Action Teams,"$ 9,798"
15,M517,2022,ARPA School COVID Planning Expansion,"$ 14,317"
16,M517,2022,ARPA Vaccine Policy Coverage,"$ 4,823"
17,M517,2022,CRRSA Computer Maintenance,"$ 1,120"
18,M517,2022,CRRSA CRSE Arts Studio,$ 321
19,M517,2022,CRRSA Restoration Arts Studio,$ 814
20,M517,2022,CRRSA SHSAT,$ 211
0,M517,2022,CRRSA Situation Room,"$ 5,808"
1,M517,2022,Funds Pub Schl 302 - PS 517M - OTPS,"$ 155,602"
2,M517,2022,Funds Pub Schl 390 - Arnhold Dance Program,"$ 2,200"
3,M517,2022,High Need Support for Title I STH,"$ 1,113"
4,M517,2022,IDEA RS IEP Para,"$ 44,715"
5,M517,2022,Rollover Smart Schools Bond Act,"$ 11,976"
6,M517,2022,Title I STH for Non Title I Schools,"$ 26,893"
7,M517,2022,Title III Translation Services,"$ 2,340"
8,M517,2022,Title IV Fall Reopening Planning Grant,"$ 6,314"
9,M517,2022,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179"
10,M517,2022,Title IV Well Rounded ELA Math Support,"$ 4,294"
11,M517,2022,TL CB School Staff,"$ 22,183"
12,M517,2022,TL Computer Maintenance,"$ 5,442"
13,M517,2022,TL CRRSA COVID MYA Register Relief,"$ 40,721"
14,M517,2022,TL CRRSA FSF Floor Raise,"$ 13,233"
15,M517,2022,TL ELA/Math Student Support,"$ 12,431"
16,M517,2022,TL Fair Student Funding,"$ 2,507,394"
17,M517,2022,TL FSF Floor Raise,"$ 22,420"
18,M517,2022,TL MOSL,"$ 1,500"
19,M517,2022,TL NYSTL Hardware,"$ 3,692"
20,M517,2022,TL NYSTL Library Books,"$ 2,160"
21,M517,2022,TL NYSTL Software,"$ 3,395"
22,M517,2022,TL NYSTL Textbooks,"$ 12,163"
23,M517,2022,TL Parent Coordinator,"$ 38,235"
24,M517,2022,TL Parent Coordinator OTPS,$ 500
25,M517,2022,TL Permanent Placement Incentive,"$ 86,599"
26,M517,2022,TL RS IEP Para,"$ 182,470"
27,M517,2022,TL RS Mandated Counseling Shared,"$ 57,532"
0,M517,2022,TL RS Mandated Speech Shared,"$ 103,083"
1,M517,2022,TL RS Occupational Therapist PS Shared,"$ 47,563"
2,M517,2022,TL Situation Room,"$ 2,824"
3,M517,2022,TL Specialized Admissions,"$ 1,269"
4,M517,2022,TL Summer Rising Shared,"$ 10,334"
5,M517,2022,TL Teacher Career Pathway - Subsidy Allocation,"$ 11,250"
6,M517,2022,TL Translation Services,$ 885
0,M517,2021,4K for All,"$ 427,565"
1,M517,2021,Funds Pub Schl 06 - PS 517M - OTPS,"$ 72,257"
2,M517,2021,High Need Support for Title I STH,"$ 1,127"
3,M517,2021,IDEA RS IEP Para,"$ 28,138"
4,M517,2021,Title I STH for Non Title I Schools,"$ 29,526"
5,M517,2021,Title I STH for Non Title I Schools Carry Over,"$ 3,856"
6,M517,2021,Title III Translation Services,"$ 2,253"
7,M517,2021,Title IV Summer Rising Reopening Planning,"$ 2,642"
8,M517,2021,Title IV Well Rounded ELA Math Support,"$ 4,081"
9,M517,2021,TL CB School Staff,"$ 2,989"
10,M517,2021,TL Computer Maintenance,"$ 4,163"
11,M517,2021,TL CRRSA COVID Teacher Support,"$ 56,121"
12,M517,2021,TL ELA/Math Student Support,"$ 11,426"
13,M517,2021,TL Fair Student Funding,"$ 2,642,484"
14,M517,2021,TL Implicit Bias Awareness,"$ 1,407"
15,M517,2021,TL Instructional Leadership Framework,"$ 18,938"
16,M517,2021,TL NYSTL Library Books,"$ 2,124"
17,M517,2021,TL Parent Coordinator,"$ 39,690"
18,M517,2021,TL Parent Coordinator OTPS,$ 500
19,M517,2021,TL Periodic Assessment,"$ 1,500"
20,M517,2021,TL Permanent Placement Incentive,"$ 85,141"
0,M517,2021,TL RS IEP Para,"$ 139,813"
1,M517,2021,TL RS Mandated Counseling Shared,"$ 56,370"
2,M517,2021,TL RS Mandated Speech Shared,"$ 99,109"
3,M517,2021,TL RS Occupational Therapist PS Shared,"$ 78,516"
4,M517,2021,TL School COVID Planning Supplement,"$ 4,951"
5,M517,2021,TL Specialized Admissions,$ 941
6,M517,2021,TL Summer in the City Shared,"$ 1,983"
7,M517,2021,TL Translation Services,$ 853
0,M517,2020,4K for All,"$ 427,523"
1,M517,2020,Funds Pub Schl 04 - PSM517 - Supplies,"$ 141,469"
2,M517,2020,High Need Support for Title I STH,$ 702
3,M517,2020,IDEA RS IEP Para,"$ 40,511"
4,M517,2020,Private PTA Grant 02,"$ 5,500"
5,M517,2020,Private PTA Grant 03,"$ 2,500"
6,M517,2020,Rollover Private Grant 32 (82932),"$ 7,590"
7,M517,2020,Title I STH for Non Title I Schools,"$ 17,292"
8,M517,2020,Title III Translation Services,"$ 2,185"
9,M517,2020,TL Arts Studio,$ 865
10,M517,2020,TL CB School Staff,"$ 4,024"
11,M517,2020,TL CFES RIS Itinerant (Partial Funding),"$ 51,725"
12,M517,2020,TL Computer Maintenance,"$ 4,163"
13,M517,2020,TL Continuous Improvement,"$ 16,000"
14,M517,2020,TL E&E Algebra for All,"$ 2,262"
15,M517,2020,TL E&E MS College Access OTPS,"$ 10,153"
16,M517,2020,TL E&E MS College Access PS,"$ 4,639"
17,M517,2020,TL ELA/Math Student Support,"$ 10,369"
18,M517,2020,TL Fair Student Funding,"$ 2,358,500"
19,M517,2020,TL Instructional Leadership Framework,"$ 19,097"
20,M517,2020,TL MOSL,"$ 1,500"
0,M517,2020,TL NYSTL Hardware,"$ 1,041"
1,M517,2020,TL NYSTL Library Books,"$ 1,925"
2,M517,2020,TL NYSTL Software,"$ 1,041"
3,M517,2020,TL OTPS New Schools,"$ 2,000"
4,M517,2020,TL Parent Coordinator,"$ 32,182"
5,M517,2020,TL Parent Coordinator OTPS,$ 500
6,M517,2020,TL Permanent Placement Incentive,"$ 80,456"
7,M517,2020,TL RS IEP Para,"$ 114,153"
8,M517,2020,TL RS Mandated Counseling Shared,"$ 36,358"
9,M517,2020,TL RS Mandated Speech Shared,"$ 96,693"
10,M517,2020,TL RS Occupational Therapist PS Shared,"$ 77,181"
11,M517,2020,TL Summer in the City Shared,"$ 4,931"
12,M517,2020,TL Temporary Shortfall Support Staff,"$ 12,674"
13,M517,2020,TL Temporary Shortfall Teachers,"$ 284,973"
14,M517,2020,TL Translation Services,$ 645
0,M517,2019,4K for All,"$ 197,712"
1,M517,2019,Funds Pub Schl 28 - Teachers College Comm Schl,"$ 184,612"
2,M517,2019,IDEA RS IEP Para,"$ 77,606"
3,M517,2019,Private Grant 32,"$ 9,999"
4,M517,2019,Private PTA Grant 01,"$ 14,000"
5,M517,2019,Rollover Private Grant 32,"$ 7,727"
6,M517,2019,Sequester Aid IDEA RS IEP Paras,"$ 2,382"
7,M517,2019,Sequester Aid Title I STH for Non-Title I Schools,$ 578
8,M517,2019,Title I STH for Non Title I Schools,"$ 13,596"
9,M517,2019,Title III Translation Services,"$ 2,080"
10,M517,2019,TL Arts Studio,$ 850
11,M517,2019,TL CB Per Session Per Diem Prep,$ 844
12,M517,2019,TL CB School Staff,"$ 2,772"
13,M517,2019,TL CB School Staff PK,"$ 1,905"
14,M517,2019,TL CB School Staff Related Services,$ 672
15,M517,2019,TL CFES RIS Return from Reassignment,"$ 48,228"
16,M517,2019,TL Computer Maintenance,"$ 3,747"
17,M517,2019,TL Core Curriculum Support,$ 429
18,M517,2019,TL E&E Algebra for All,"$ 12,200"
19,M517,2019,TL E&E MS College Access OTPS,"$ 5,992"
20,M517,2019,TL E&E MS College Access PS,"$ 4,603"
0,M517,2019,TL ELA/Math Student Support,"$ 8,379"
1,M517,2019,TL Fair Student Funding,"$ 2,018,023"
2,M517,2019,TL GE CB School Staff,"$ 22,612"
3,M517,2019,TL Implicit Bias Awareness,"$ 1,304"
4,M517,2019,TL Learning Partners Program,"$ 15,000"
5,M517,2019,TL Learning Partners Program Support,"$ 7,000"
6,M517,2019,TL MOSL,"$ 1,500"
7,M517,2019,TL NYSTL Hardware,"$ 3,024"
8,M517,2019,TL NYSTL Library Books,"$ 1,776"
9,M517,2019,TL NYSTL Software,"$ 2,907"
10,M517,2019,TL NYSTL Textbooks,"$ 6,038"
11,M517,2019,TL OTPS New Schools,"$ 1,700"
12,M517,2019,TL Parent Coordinator,"$ 40,709"
13,M517,2019,TL Parent Coordinator OTPS,$ 500
14,M517,2019,TL Potential Mid Year Adj to be Repaid,"$ 54,488"
15,M517,2019,TL Potential Mid Year Adj to be Repaid RG,"$ 56,413"
16,M517,2019,TL RS IEP Para,"$ 102,102"
17,M517,2019,TL RS Mandated Counseling Shared,"$ 10,568"
18,M517,2019,TL RS Mandated Speech Shared,"$ 93,637"
19,M517,2019,TL RS Occupational Therapist PS Shared,"$ 61,371"
20,M517,2019,TL SE CB School Staff,"$ 5,377"
21,M517,2019,TL Strong Schools Strong Communities,"$ 16,000"
22,M517,2019,TL Summer in the City Shared,$ 672
23,M517,2019,TL Talented and Gifted,$ 185
24,M517,2019,TL Teacher Career Pathway - Subsidy Allocation,"$ 7,500"
25,M517,2019,TL Translation Services,$ 614
26,M517,2019,TL Vision for School Improvement,"$ 19,097"
0,M517,2018,Funds Pub Schl 72,"$ 200,000"
1,M517,2018,IDEA RS IEP Para,"$ 34,375"
2,M517,2018,MBK FCEP D5 State Misc 76,"$ 1,785"
3,M517,2018,Pre-K,"$ 83,765"
4,M517,2018,Private Grant 32,"$ 59,683"
5,M517,2018,Private PTA Grant 01,"$ 11,500"
6,M517,2018,Sequester Aid IDEA RS IEP Paras,"$ 3,536"
7,M517,2018,Sequester Aid Title I STH for Non-Title I Schools,$ 647
8,M517,2018,Title I STH for Non Title I Schools,"$ 15,227"
9,M517,2018,Title III Translation Services,"$ 2,149"
10,M517,2018,TL CB School Staff,"$ 2,438"
11,M517,2018,TL Computer Maintenance,"$ 4,797"
12,M517,2018,TL Core Curriculum Support,$ 715
13,M517,2018,TL E&E Algebra for All,"$ 15,000"
14,M517,2018,TL E&E Universal Literacy,"$ 13,151"
15,M517,2018,TL ELA/Math Student Support,"$ 11,089"
16,M517,2018,TL Fair Student Funding,"$ 1,699,861"
17,M517,2018,TL Learning Partners Program,"$ 15,000"
18,M517,2018,TL Learning Partners Program Support,"$ 10,000"
19,M517,2018,TL Long Term Absence,"$ 3,877"
20,M517,2018,TL MOSL,"$ 1,500"
0,M517,2018,TL NYSTL Library Books,"$ 1,747"
1,M517,2018,TL NYSTL Textbooks,"$ 16,881"
2,M517,2018,TL OTPS New Schools,"$ 2,900"
3,M517,2018,TL Parent Coordinator,"$ 35,743"
4,M517,2018,TL Parent Coordinator OTPS,$ 500
5,M517,2018,TL Potential Mid Year Adj to be Repaid,"$ 20,830"
6,M517,2018,TL RS IEP Para,"$ 93,115"
7,M517,2018,TL RS Mandated Counseling Shared,"$ 22,794"
8,M517,2018,TL RS Mandated Speech Shared,"$ 90,166"
9,M517,2018,TL Strong Schools Strong Communities,"$ 16,000"
10,M517,2018,TL Summer in the City Shared,$ 452
11,M517,2018,TL Talented and Gifted,$ 177
12,M517,2018,TL Translation Services,$ 634
13,M517,2018,TL Vision for School Improvement,"$ 19,097"
14,M517,2018,Universal PreK Quality Full-Day,"$ 102,888"
0,M514,2022,ARPA Academic Recovery,"$ 60,000"
1,M514,2022,ARPA Academic Recovery AP Summer Rising,"$ 35,980"
2,M514,2022,ARPA Academic Recovery Arts,"$ 15,000"
3,M514,2022,ARPA Academic Recovery CBO Support Summer Rising,"$ 46,554"
4,M514,2022,ARPA Academic Recovery Community Schools Expansion,"$ 46,986"
5,M514,2022,ARPA Academic Recovery Para Summer Rising,"$ 8,452"
6,M514,2022,ARPA Academic Recovery SE After-School Instruction,"$ 31,991"
7,M514,2022,ARPA Academic Recovery SE Counseling,"$ 3,638"
8,M514,2022,ARPA Academic Recovery SE Intervention Training,"$ 2,363"
9,M514,2022,ARPA Academic Recovery SE Planning Prep,"$ 3,311"
10,M514,2022,ARPA Academic Recovery SE RS Related Services,"$ 15,312"
11,M514,2022,ARPA Academic Recovery SE Support Summer Rising,"$ 6,271"
12,M514,2022,ARPA Academic Recovery Social Worker,"$ 154,225"
13,M514,2022,ARPA Academic Recovery Summer Rising,"$ 17,244"
14,M514,2022,ARPA Academic Recovery Summer Rising ASD,"$ 81,360"
15,M514,2022,ARPA Election Day Remote Planning,"$ 3,194"
16,M514,2022,ARPA LA Initial Register Relief,"$ 32,208"
17,M514,2022,ARPA LA MYA Register Relief,"$ 110,839"
18,M514,2022,ARPA School COVID Planning Expansion,"$ 9,680"
19,M514,2022,ARPA Vaccine Policy Coverage,"$ 4,823"
20,M514,2022,Contract for Excellence FY 09,"$ 117,990"
0,M514,2022,CRRSA Computer Maintenance,$ 336
1,M514,2022,CRRSA SHSAT,$ 176
2,M514,2022,CRRSA Situation Room,$ 683
3,M514,2022,High Need Support for Title I,"$ 4,093"
4,M514,2022,High Need Support for Title I STH,$ 688
5,M514,2022,IDEA RS IEP Para,"$ 24,410"
6,M514,2022,Rollover Smart Schools Bond Act,"$ 6,629"
7,M514,2022,Title I SWP,"$ 98,871"
8,M514,2022,Title I SWP Carry Over,"$ 12,943"
9,M514,2022,Title I SWP Carry Over Parent and Family Engage,$ 491
10,M514,2022,Title I SWP Parent and Family Engagement,$ 989
11,M514,2022,Title I SWP STH,"$ 16,610"
12,M514,2022,Title I SWP Translation Services,"$ 1,452"
13,M514,2022,Title IV Fall Reopening Planning Grant,"$ 4,330"
14,M514,2022,Title IV Safe Healthy Counseling Summer Rising,"$ 9,680"
15,M514,2022,Title IV Well Rounded ELA Math Support,"$ 3,575"
16,M514,2022,TL CB School Staff,"$ 81,199"
17,M514,2022,TL Computer Maintenance,"$ 1,631"
18,M514,2022,TL COVID Register Relief,$ 2
19,M514,2022,TL CRRSA COVID MYA Register Relief,"$ 31,262"
20,M514,2022,TL CRRSA FSF Floor Raise,"$ 7,778"
21,M514,2022,TL ELA/Math Student Support,"$ 10,350"
22,M514,2022,TL Fair Student Funding,"$ 1,343,868"
23,M514,2022,TL FSF Floor Raise,"$ 13,177"
24,M514,2022,TL FSF Post-IEP Support,"$ 1,014"
25,M514,2022,TL FSF School to School Transfers Shared HS,"$ 34,194"
26,M514,2022,TL MOSL,"$ 1,500"
27,M514,2022,TL NYSTL Hardware,"$ 1,412"
0,M514,2022,TL NYSTL Library Books,$ 826
1,M514,2022,TL NYSTL Software,"$ 1,299"
2,M514,2022,TL NYSTL Textbooks,"$ 7,663"
3,M514,2022,TL Parent Coordinator,"$ 44,230"
4,M514,2022,TL Parent Coordinator OTPS,$ 500
5,M514,2022,TL Permanent Placement 2022,"$ 85,484"
6,M514,2022,TL Permanent Placement Incentive,"$ 85,484"
7,M514,2022,TL RS APE Teacher Shared,"$ 112,435"
8,M514,2022,TL RS IEP Para,"$ 66,976"
9,M514,2022,TL RS Mandated Counseling Shared,"$ 79,448"
10,M514,2022,TL RS Mandated Speech Shared,"$ 6,639"
11,M514,2022,TL SE Specialized Programs ASD,"$ 690,431"
12,M514,2022,TL Situation Room,$ 565
13,M514,2022,TL Specialized Admissions,"$ 1,058"
14,M514,2022,TL Summer Rising Shared,"$ 6,695"
15,M514,2022,TL Summer Rising Support Shared,"$ 5,981"
16,M514,2022,TL Terminal and Paid Leaves,"$ 86,762"
17,M514,2022,TL Translation Services,"$ 1,017"
0,M514,2021,Contract for Excellence FY 09,"$ 117,990"
1,M514,2021,High Need Support for Title I,"$ 4,618"
2,M514,2021,IDEA RS IEP Para,"$ 42,207"
3,M514,2021,Title I STH,"$ 1,800"
4,M514,2021,Title I STH Carry Over,"$ 1,800"
5,M514,2021,Title I SWP,"$ 117,952"
6,M514,2021,Title I SWP Carry Over,"$ 13,998"
7,M514,2021,Title I SWP Parent and Family Engagement,"$ 1,371"
8,M514,2021,Title I SWP Summer in the City,"$ 1,523"
9,M514,2021,Title I SWP Translation Services,"$ 1,438"
10,M514,2021,Title IV Summer Rising Reopening Planning,"$ 1,778"
11,M514,2021,Title IV Well Rounded ELA Math Support,"$ 4,249"
12,M514,2021,TL CB School Staff,"$ 26,700"
13,M514,2021,TL Computer Maintenance,"$ 6,279"
14,M514,2021,TL Covid MY Register Loss Restoration,"$ 32,210"
15,M514,2021,TL CRRSA COVID MYA Register Loss Restoration,"$ 96,628"
16,M514,2021,TL CRRSA COVID Teacher Support,"$ 155,474"
17,M514,2021,TL ELA/Math Student Support,"$ 11,897"
18,M514,2021,TL Fair Student Funding,"$ 1,539,195"
19,M514,2021,TL FSF School to School Transfers Shared,"$ 15,135"
20,M514,2021,TL Implicit Bias Awareness,"$ 1,108"
0,M514,2021,TL Instructional Leadership Framework,"$ 18,938"
1,M514,2021,TL NYSTL Hardware,"$ 1,490"
2,M514,2021,TL NYSTL Library Books,$ 857
3,M514,2021,TL NYSTL Software,"$ 1,374"
4,M514,2021,TL NYSTL Textbooks,"$ 6,171"
5,M514,2021,TL One-Time Allocations,"$ 5,000"
6,M514,2021,TL Parent Coordinator,"$ 44,230"
7,M514,2021,TL Parent Coordinator OTPS,$ 500
8,M514,2021,TL Periodic Assessment,"$ 1,500"
9,M514,2021,TL Permanent Placement Incentive,"$ 75,674"
10,M514,2021,TL RS APE Teacher Shared,"$ 109,504"
11,M514,2021,TL RS IEP Para,"$ 52,541"
12,M514,2021,TL RS Mandated Counseling Shared,"$ 69,479"
13,M514,2021,TL RS Mandated Speech Shared,"$ 99,109"
14,M514,2021,TL RS Occupational Therapist PS Shared,"$ 78,516"
15,M514,2021,TL School COVID Planning Supplement,"$ 3,546"
16,M514,2021,TL SE Specialized Programs ASD,"$ 626,569"
17,M514,2021,TL Specialized Admissions,$ 865
18,M514,2021,TL Summer in the City Shared,"$ 5,366"
19,M514,2021,TL Translation Services,"$ 1,008"
0,M514,2020,Contract for Excellence FY 09,"$ 117,990"
1,M514,2020,High Need Support for Title I,"$ 4,665"
2,M514,2020,IDEA RS IEP Para,"$ 27,847"
3,M514,2020,Private Grant 30,$ 91
4,M514,2020,Title I SWP,"$ 113,844"
5,M514,2020,Title I SWP Parent and Family Engagement,"$ 1,150"
6,M514,2020,Title I SWP Translation Services,"$ 1,511"
7,M514,2020,TL Arts Studio,$ 865
8,M514,2020,TL CB School Staff,"$ 19,873"
9,M514,2020,TL CFES Open Schools Support Staff,"$ 43,284"
10,M514,2020,TL Computer Maintenance,"$ 6,279"
11,M514,2020,TL Continuous Improvement,"$ 16,000"
12,M514,2020,TL E&E MS College Access OTPS,"$ 9,257"
13,M514,2020,TL E&E MS College Access PS,"$ 4,639"
14,M514,2020,TL ELA/Math Student Support,"$ 7,660"
15,M514,2020,TL Fair Student Funding,"$ 1,582,416"
16,M514,2020,TL Instructional Leadership Framework,"$ 19,097"
17,M514,2020,TL MOSL,"$ 1,500"
18,M514,2020,TL NYSTL Hardware,"$ 1,414"
19,M514,2020,TL NYSTL Library Books,$ 867
20,M514,2020,TL NYSTL Software,"$ 1,399"
0,M514,2020,TL NYSTL Textbooks,"$ 8,093"
1,M514,2020,TL Parent Coordinator,"$ 43,818"
2,M514,2020,TL Parent Coordinator OTPS,$ 500
3,M514,2020,TL Permanent Placement Incentive,"$ 70,640"
4,M514,2020,TL RS IEP Para,"$ 113,583"
5,M514,2020,TL RS Mandated Counseling Shared,"$ 53,239"
6,M514,2020,TL RS Mandated Speech Shared,"$ 193,386"
7,M514,2020,TL RS Occupational Therapist PS Shared,"$ 77,181"
8,M514,2020,TL RS Speech Sixth Period Coverage,"$ 3,003"
9,M514,2020,TL SE Specialized Programs ASD,"$ 405,093"
10,M514,2020,TL Summer in the City Shared,"$ 2,914"
11,M514,2020,TL Summer in the City Support Shared,"$ 15,359"
12,M514,2020,TL Translation Services,$ 888
0,M514,2019,Contract for Excellence FY 09,"$ 138,338"
1,M514,2019,Funds Pub Schl 82 -Arnhold Dance Program,"$ 2,500"
2,M514,2019,IDEA RS IEP Para,"$ 32,080"
3,M514,2019,Private Grant 30,"$ 3,500"
4,M514,2019,Private Grant 33,$ 91
5,M514,2019,Sequester Aid IDEA RS IEP Paras,"$ 3,574"
6,M514,2019,Sequester/2010 Census Title I SWP,"$ 3,841"
7,M514,2019,Title I 1003a Summer,"$ 16,979"
8,M514,2019,Title I SWP,"$ 89,471"
9,M514,2019,Title I SWP Parent and Family Engagement,$ 904
10,M514,2019,Title I SWP Translation Services,"$ 1,472"
11,M514,2019,TL Arts Studio,$ 850
12,M514,2019,TL CB Per Session Per Diem Prep,$ 454
13,M514,2019,TL CB School Staff,"$ 29,661"
14,M514,2019,TL CFES Open Schools Support Staff,"$ 72,965"
15,M514,2019,TL Computer Maintenance,"$ 6,131"
16,M514,2019,TL Core Curriculum Support,$ 143
17,M514,2019,TL E&E MS College Access OTPS,"$ 9,534"
18,M514,2019,TL E&E MS College Access PS,"$ 4,603"
19,M514,2019,TL ELA/Math Student Support,"$ 8,288"
20,M514,2019,TL Fair Student Funding,"$ 1,469,664"
0,M514,2019,TL GE CB School Staff,"$ 15,911"
1,M514,2019,TL MOSL,"$ 1,500"
2,M514,2019,TL NYSTL Hardware,"$ 1,379"
3,M514,2019,TL NYSTL Library Books,$ 810
4,M514,2019,TL NYSTL Software,"$ 1,326"
5,M514,2019,TL NYSTL Textbooks,"$ 6,781"
6,M514,2019,TL One-Time Allocations,"$ 3,500"
7,M514,2019,TL Parent Coordinator,"$ 41,174"
8,M514,2019,TL Parent Coordinator OTPS,$ 500
9,M514,2019,TL RS IEP Para,"$ 85,318"
10,M514,2019,TL RS Mandated Counseling Shared,"$ 41,240"
11,M514,2019,TL RS Mandated Speech Shared,"$ 187,274"
12,M514,2019,TL SE CB School Staff,"$ 11,164"
13,M514,2019,TL SE Specialized Programs ASD,"$ 195,062"
14,M514,2019,TL Strong Schools Strong Communities,"$ 16,000"
15,M514,2019,TL Summer in the City Shared,"$ 6,540"
16,M514,2019,TL Summer in the City Support Shared,"$ 14,199"
17,M514,2019,TL Teacher Career Pathway - Subsidy Allocation,"$ 46,175"
18,M514,2019,TL Translation Services,$ 865
19,M514,2019,TL Vision for School Improvement,"$ 19,097"
0,M514,2018,Contract for Excellence FY 09,"$ 138,338"
1,M514,2018,Funds Pub Schl 52 - Arnhold Dance Program,"$ 2,500"
2,M514,2018,IDEA RS IEP Para,"$ 36,035"
3,M514,2018,Sequester Aid IDEA RS IEP Paras,"$ 3,472"
4,M514,2018,Sequester/2010 Census Title I SWP,"$ 4,870"
5,M514,2018,Title I 1003a Summer,"$ 16,979"
6,M514,2018,Title I Priority/Focus SWP,"$ 33,031"
7,M514,2018,Title I Priority/Focus SWP Parent Education,"$ 9,205"
8,M514,2018,Title I SWP,"$ 113,455"
9,M514,2018,Title I SWP Parent Involvement,"$ 1,146"
10,M514,2018,Title I SWP Translation Services,"$ 1,574"
11,M514,2018,TL CB School Staff,"$ 14,044"
12,M514,2018,TL CFES Open Schools Support Staff,"$ 72,965"
13,M514,2018,TL Computer Maintenance,"$ 10,685"
14,M514,2018,TL E&E Algebra for All,"$ 15,000"
15,M514,2018,TL E&E MS College Access,"$ 13,917"
16,M514,2018,TL ELA/Math Student Support,"$ 7,202"
17,M514,2018,TL Fair Student Funding,"$ 1,407,717"
18,M514,2018,TL FSF Post-IEP Support,$ 490
19,M514,2018,TL MOSL,"$ 1,500"
20,M514,2018,TL NYSTL Hardware,"$ 1,748"
0,M514,2018,TL NYSTL Library Books,$ 996
1,M514,2018,TL NYSTL Software,"$ 1,635"
2,M514,2018,TL NYSTL Textbooks,"$ 9,281"
3,M514,2018,TL Parent Coordinator,"$ 41,174"
4,M514,2018,TL Parent Coordinator OTPS,$ 500
5,M514,2018,TL RS IEP Para,"$ 79,864"
6,M514,2018,TL RS Mandated Counseling Shared,"$ 39,590"
7,M514,2018,TL RS Mandated Speech Shared,"$ 90,166"
8,M514,2018,TL Strong Schools Strong Communities,"$ 16,000"
9,M514,2018,TL Summer in the City Shared,"$ 5,688"
10,M514,2018,TL Summer in the City Support Shared,$ 463
11,M514,2018,TL Teacher Career Pathway - Subsidy Allocation,"$ 12,500"
