,budget_assignment,num_positions,amount,budget_category,service_type,location_code,fiscal_year
308,ATTENDANCE,2.0,"$ 155,149",Special Needs - Support Services,PUSH IN-All Students,Q495,2022
309,OCCUPATIONAL THERAPY,1.0,"$ 81,110",Special Needs - Support Services,PUSH IN/PULL OUT,Q495,2022
310,SPEECH,3.0,"$ 309,249",Special Needs - Support Services,PUSH IN/PULL OUT,Q495,2022
311,Substance Abuse Prevention & Interv Special Annual,1.0,"$ 89,852",SAPIS,,Q495,2022
312,Guidance Counselor,9.0,"$ 873,455",Guidance/Social Workers,,Q495,2022
313,Guidance Counselor Bilingual,5.0,"$ 509,746",Guidance/Social Workers,,Q495,2022
314,School Social Worker,1.0,"$ 114,491",Guidance/Social Workers,,Q495,2022
315,Sub Assigned - School Social Worker,1.0,"$ 57,120",Guidance/Social Workers,,Q495,2022
316,DC 37 Para More Than 20 Hrs,0.0,"$ 12,848",SBST,,Q495,2022
317,School Psychologist,1.0,"$ 108,762",SBST,,Q495,2022
318,School Social Workers Mandated Services,1.0,"$ 108,762",SBST,,Q495,2022
319,CLASSROOM - Special Ed,0.0,"$ 51,096",Paraprofessionals,,Q495,2022
320,IEP-ALTERNATE PLACEMENT,8.0,"$ 420,284",Paraprofessionals,,Q495,2022
321,IEP-BILINGUAL,2.0,"$ 82,006",Paraprofessionals,,Q495,2022
322,IEP-CRISIS MANAGEMENT(CIT),2.0,"$ 82,006",Paraprofessionals,,Q495,2022
323,IEP-HEALTH,12.0,"$ 504,841",Paraprofessionals,,Q495,2022
324,School Aides and Other Support Staff,4.0,"$ 1,059,559",School Aides and Other Support Staff,,Q495,2022
325,ABSENCE COVERAGE,,"$ 728,119",Per Diem,,Q495,2022
326,IEP-ALTERNATE PLACEMENT,,"$ 186,800",Per Diem,,Q495,2022
327,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 1,110,619",Per Session,,Q495,2022
328,SUMMER STUDENT PROGRAMS,,"$ 1,261,104",Per Session,,Q495,2022
329,ACADEMIC,,"$ 23,492",Pro Rata,,Q495,2022
330,Building Permit Fees,,"$ 68,046",OTPS,,Q495,2022
331,Data Processing Repair - Contractual,,"$ 60,694",OTPS,,Q495,2022
332,Education & Recreation - Youth Services Contracts,,"$ 2,500",OTPS,,Q495,2022
333,Educational Consultants,,"$ 212,127",OTPS,,Q495,2022
334,Educational Software,,"$ 230,844",OTPS,,Q495,2022
335,Equipment - General,,"$ 326,987",OTPS,,Q495,2022
336,Library Books,,"$ 19,717",OTPS,,Q495,2022
337,Non-Contractual Services,,"$ 91,776",OTPS,,Q495,2022
338,Non-DP Equipment Repair,,"$ 9,179",OTPS,,Q495,2022
339,Overtime Admin,,"$ 10,125",OTPS,,Q495,2022
340,Printing Services - Contractual,,"$ 18,880",OTPS,,Q495,2022
341,Professional Services Other,,"$ 83,296",OTPS,,Q495,2022
342,Supplies - General,,"$ 736,161",OTPS,,Q495,2022
343,Telephone and Other Communications,,"$ 4,596",OTPS,,Q495,2022
344,Textbooks,,"$ 17,037",OTPS,,Q495,2022
345,Transportation of Pupils - Contractual,,"$ 27,204",OTPS,,Q495,2022
346,Transportation of Staff - Non-Contract,,"$ 4,000",OTPS,,Q495,2022
347,Facilities Work Set Aside,,"$ 12,000",Setasides,,Q495,2022
348,School Funded Copier,,"$ 10,680",Setasides,,Q495,2022
349,Not Available,,"$ 550,247",Sixth period coverage,,Q495,2022
350,People Working Partial Year,,"$ 991,030",People Working Partial Year,,Q495,2022
351,Main School,238.0,"$ 30,399,687",School Site,,Q495,2022
352,HEAD OF SCHOOL,1.0,"$ 181,328",Leadership,,Q495,2021
353,ASST HEAD OF SCHOOL,3.0,"$ 327,393",Leadership,,Q495,2021
354,AP - ORGANIZATION,1.0,"$ 144,607",Leadership,,Q495,2021
355,AP - SPECIAL ED,1.0,"$ 135,682",Leadership,,Q495,2021
356,AP - SUPERVISION,6.0,"$ 801,958",Leadership,,Q495,2021
357,PARENT COORDINATOR,1.0,"$ 43,968",Coordinator/Supervisor/Dean,,Q495,2021
358,School Secretary,7.0,"$ 477,500",Secretary,,Q495,2021
359,ARTS,1.0,"$ 102,326",High School Departments,SUBJECT SPECIFIC,Q495,2021
360,BUSINESS,1.0,"$ 102,326",High School Departments,SUBJECT SPECIFIC,Q495,2021
361,Commercial Art,5.0,"$ 552,932",High School Departments,SUBJECT SPECIFIC,Q495,2021
362,Computer Technology,1.0,"$ 102,326",High School Departments,SUBJECT SPECIFIC,Q495,2021
363,ENGLISH LANGUAGE ARTS,21.0,"$ 2,048,249",High School Departments,SUBJECT SPECIFIC,Q495,2021
364,ESL,1.0,"$ 102,326",High School Departments,SUBJECT SPECIFIC,Q495,2021
365,FL - CHINESE,3.0,"$ 306,978",High School Departments,SUBJECT SPECIFIC,Q495,2021
366,FL - FRENCH,2.0,"$ 204,652",High School Departments,SUBJECT SPECIFIC,Q495,2021
367,FL - Japanese,1.0,"$ 102,326",High School Departments,SUBJECT SPECIFIC,Q495,2021
368,FL - Korean,2.0,"$ 204,652",High School Departments,SUBJECT SPECIFIC,Q495,2021
369,FL - Mandarin,1.0,"$ 102,326",High School Departments,WHOLE CLASS,Q495,2021
370,FL - SPANISH,6.0,"$ 613,956",High School Departments,SUBJECT SPECIFIC,Q495,2021
371,HEALTH,1.0,"$ 102,326",High School Departments,SUBJECT SPECIFIC,Q495,2021
372,LIBRARY,2.0,"$ 204,652",High School Departments,SUBJECT SPECIFIC,Q495,2021
373,MATH,23.0,"$ 2,223,936",High School Departments,SUBJECT SPECIFIC,Q495,2021
374,MUSIC,4.0,"$ 409,304",High School Departments,SUBJECT SPECIFIC,Q495,2021
375,PHYSICAL EDUCATION,12.0,"$ 1,227,912",High School Departments,SUBJECT SPECIFIC,Q495,2021
376,SCIENCE - BIOLOGY,9.0,"$ 920,934",High School Departments,SUBJECT SPECIFIC,Q495,2021
377,SCIENCE - CHEMISTRY,7.0,"$ 716,282",High School Departments,SUBJECT SPECIFIC,Q495,2021
378,SCIENCE - GENERAL SCIENCE,1.0,"$ 102,326",High School Departments,SUBJECT SPECIFIC,Q495,2021
379,SCIENCE - PHYSICS,4.0,"$ 409,304",High School Departments,SUBJECT SPECIFIC,Q495,2021
380,SOCIAL STUDIES,18.0,"$ 1,841,868",High School Departments,SUBJECT SPECIFIC,Q495,2021
381,SPECIAL EDUCATION,19.0,"$ 1,944,194",High School Departments,ICT - Special Ed Teacher,Q495,2021
382,SPECIAL EDUCATION,2.0,"$ 204,652",High School Departments,SELF-CONTAINED SP ED,Q495,2021
383,SPECIAL EDUCATION,7.0,"$ 617,763",High School Departments,SUBJECT SPECIFIC,Q495,2021
384,SPECIAL EDUCATION,28.0,"$ 2,766,609",High School Departments,Sub-Total,Q495,2021
385,TECHNOLOGY,1.0,"$ 102,326",High School Departments,SUBJECT SPECIFIC,Q495,2021
386,ATTENDANCE,1.0,"$ 102,326",Special Needs - Support Services,PUSH IN-All Students,Q495,2021
387,OCCUPATIONAL THERAPY,1.0,"$ 78,516",Special Needs - Support Services,PUSH IN/PULL OUT,Q495,2021
388,SPEECH,3.0,"$ 297,327",Special Needs - Support Services,PUSH IN/PULL OUT,Q495,2021
389,Substance Abuse Prevention & Interv Special Annual,1.0,"$ 89,598",SAPIS,,Q495,2021
390,Guidance Counselor,9.0,"$ 997,819",Guidance/Social Workers,,Q495,2021
391,Guidance Counselor Bilingual,6.0,"$ 502,737",Guidance/Social Workers,,Q495,2021
392,School Social Worker,1.0,"$ 108,889",Guidance/Social Workers,,Q495,2021
393,School Social Workers Mandated Services,1.0,"$ 103,360",Guidance/Social Workers,,Q495,2021
394,DC 37 Para More Than 20 Hrs,0.0,"$ 30,468",SBST,,Q495,2021
395,School Psychologist,1.0,"$ 104,088",SBST,,Q495,2021
396,School Social Workers Mandated Services,1.0,"$ 104,088",SBST,,Q495,2021
397,IEP-ADAPTIVE PHYSICAL EDUCATION,1.0,"$ 39,295",Paraprofessionals,,Q495,2021
398,IEP-ALTERNATE PLACEMENT,9.0,"$ 237,560",Paraprofessionals,,Q495,2021
399,IEP-BILINGUAL,2.0,"$ 44,340",Paraprofessionals,,Q495,2021
400,IEP-CRISIS MANAGEMENT(CIT),4.0,"$ 157,180",Paraprofessionals,,Q495,2021
401,IEP-HEALTH,3.0,"$ 117,885",Paraprofessionals,,Q495,2021
402,School Aides and Other Support Staff,3.0,"$ 884,939",School Aides and Other Support Staff,,Q495,2021
403,ABSENCE COVERAGE,,"$ 145,685",Per Diem,,Q495,2021
404,IEP-ALTERNATE PLACEMENT,,"$ 17,000",Per Diem,,Q495,2021
405,IEP-HEALTH,,"$ 40,000",Per Diem,,Q495,2021
406,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 517,408",Per Session,,Q495,2021
407,SUMMER STUDENT PROGRAMS,,"$ 85,646",Per Session,,Q495,2021
408,Data Processing Repair - Contractual,,"$ 23,138",OTPS,,Q495,2021
409,Educational Consultants,,"$ 48,200",OTPS,,Q495,2021
410,Educational Software,,"$ 286,515",OTPS,,Q495,2021
411,Equipment - General,,"$ 341,192",OTPS,,Q495,2021
412,Legal and Arbitration Consultants,,"$ 3,200",OTPS,,Q495,2021
413,Library Books,,"$ 24,024",OTPS,,Q495,2021
414,Non-Contractual Services,,"$ 40,716",OTPS,,Q495,2021
415,Non-DP Equipment Repair,,"$ 6,220",OTPS,,Q495,2021
416,Overtime Admin,,"$ 6,800",OTPS,,Q495,2021
417,Printing Services - Contractual,,"$ 9,430",OTPS,,Q495,2021
418,Professional Services Other,,"$ 4,000",OTPS,,Q495,2021
419,Supplies - General,,"$ 1,361,762",OTPS,,Q495,2021
420,Telephone and Other Communications,,"$ 1,500",OTPS,,Q495,2021
421,Textbooks,,$ 100,OTPS,,Q495,2021
422,Transportation of Staff - Non-Contract,,$ 649,OTPS,,Q495,2021
423,AP Exam Fees Eco. Disadvantaged Students Set Aside,,"$ 19,451",Setasides,,Q495,2021
424,Not Available,,"$ 82,644",Sixth period coverage,,Q495,2021
425,People Working Partial Year,,"$ 384,639",People Working Partial Year,,Q495,2021
426,Main School,222.0,"$ 25,135,924",School Site,,Q495,2021
427,HEAD OF SCHOOL,1.0,"$ 173,693",Leadership,,Q495,2020
428,ASST HEAD OF SCHOOL,3.0,"$ 379,492",Leadership,,Q495,2020
429,AP - ORGANIZATION,1.0,"$ 138,518",Leadership,,Q495,2020
430,AP - SPECIAL ED,1.0,"$ 38,590",Leadership,,Q495,2020
431,AP - SUPERVISION,6.0,"$ 761,185",Leadership,,Q495,2020
432,PARENT COORDINATOR,1.0,"$ 43,558",Coordinator/Supervisor/Dean,,Q495,2020
433,SCHOOL SECRETARY,7.0,"$ 451,878",Secretary,,Q495,2020
434,ARTS,1.0,"$ 97,016",High School Departments,SUBJECT SPECIFIC,Q495,2020
435,BUSINESS,1.0,"$ 97,016",High School Departments,SUBJECT SPECIFIC,Q495,2020
436,Commercial Art,5.0,"$ 485,080",High School Departments,SUBJECT SPECIFIC,Q495,2020
437,Commercial Art,0.0,"$ 42,415",High School Departments,WHOLE CLASS,Q495,2020
438,Commercial Art,5.0,"$ 527,495",High School Departments,Sub-Total,Q495,2020
439,Computer Technology,1.0,"$ 97,016",High School Departments,SUBJECT SPECIFIC,Q495,2020
440,ENGLISH LANGUAGE ARTS,21.0,"$ 1,985,628",High School Departments,SUBJECT SPECIFIC,Q495,2020
441,ESL,1.0,"$ 97,016",High School Departments,SUBJECT SPECIFIC,Q495,2020
442,FL - CHINESE,3.0,"$ 291,048",High School Departments,SUBJECT SPECIFIC,Q495,2020
443,FL - FRENCH,2.0,"$ 194,032",High School Departments,SUBJECT SPECIFIC,Q495,2020
444,FL - Japanese,1.0,"$ 97,016",High School Departments,SUBJECT SPECIFIC,Q495,2020
445,FL - Korean,2.0,"$ 202,077",High School Departments,SUBJECT SPECIFIC,Q495,2020
446,FL - Mandarin,1.0,"$ 50,118",High School Departments,WHOLE CLASS,Q495,2020
447,FL - SPANISH,6.0,"$ 614,198",High School Departments,SUBJECT SPECIFIC,Q495,2020
448,HEALTH,1.0,"$ 97,016",High School Departments,SUBJECT SPECIFIC,Q495,2020
449,LIBRARY,2.0,"$ 194,032",High School Departments,SUBJECT SPECIFIC,Q495,2020
450,MATH,23.0,"$ 2,201,817",High School Departments,SUBJECT SPECIFIC,Q495,2020
451,MUSIC,4.0,"$ 388,064",High School Departments,SUBJECT SPECIFIC,Q495,2020
452,PHYSICAL EDUCATION,11.0,"$ 1,067,176",High School Departments,SUBJECT SPECIFIC,Q495,2020
453,SCIENCE - BIOLOGY,10.0,"$ 970,160",High School Departments,SUBJECT SPECIFIC,Q495,2020
454,SCIENCE - CHEMISTRY,7.0,"$ 679,112",High School Departments,SUBJECT SPECIFIC,Q495,2020
455,SCIENCE - GENERAL SCIENCE,1.0,"$ 97,016",High School Departments,SUBJECT SPECIFIC,Q495,2020
456,SCIENCE - PHYSICS,4.0,"$ 388,064",High School Departments,SUBJECT SPECIFIC,Q495,2020
457,SOCIAL STUDIES,18.0,"$ 1,769,224",High School Departments,SUBJECT SPECIFIC,Q495,2020
458,SPECIAL EDUCATION,20.0,"$ 1,917,240",High School Departments,ICT - Special Ed Teacher,Q495,2020
459,SPECIAL EDUCATION,2.0,"$ 194,032",High School Departments,SELF-CONTAINED SP ED,Q495,2020
460,SPECIAL EDUCATION,6.0,"$ 614,274",High School Departments,SUBJECT SPECIFIC,Q495,2020
461,SPECIAL EDUCATION,28.0,"$ 2,725,546",High School Departments,Sub-Total,Q495,2020
462,TECHNOLOGY,1.0,"$ 97,016",High School Departments,SUBJECT SPECIFIC,Q495,2020
463,ATTENDANCE,1.0,"$ 97,016",Special Needs - Support Services,PUSH IN-All Students,Q495,2020
464,Not Available,1.0,"$ 97,016",Special Needs - Support Services,Not Available,Q495,2020
465,OCCUPATIONAL THERAPY,1.0,"$ 77,181",Special Needs - Support Services,PUSH IN/PULL OUT,Q495,2020
466,SPEECH,3.0,"$ 290,079",Special Needs - Support Services,PUSH IN/PULL OUT,Q495,2020
467,SUBSTANCE ABUSE PREVENTION & INTERV SPEC (H-BANK),1.0,"$ 88,089",SAPIS,,Q495,2020
468,GUIDANCE COUNSELOR,9.0,"$ 975,298",Guidance/Social Workers,,Q495,2020
469,GUIDANCE COUNSELOR BILINGUAL,5.0,"$ 461,001",Guidance/Social Workers,,Q495,2020
470,SCHOOL SOCIAL WORKER,1.0,"$ 105,236",Guidance/Social Workers,,Q495,2020
471,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 30,797",SBST,,Q495,2020
472,SCHOOL PSYCHOLOGIST,1.0,"$ 103,102",SBST,,Q495,2020
473,SCHOOL SOCIAL WORKERS (MANDATED SERVICES),1.0,"$ 103,102",SBST,,Q495,2020
474,IEP-ALTERNATE PLACEMENT,5.0,"$ 159,113",Paraprofessionals,,Q495,2020
475,IEP-BILINGUAL,1.0,"$ 38,197",Paraprofessionals,,Q495,2020
476,IEP-CRISIS MANAGEMENT(CIT),4.0,"$ 176,287",Paraprofessionals,,Q495,2020
477,IEP-HEALTH,4.0,"$ 152,788",Paraprofessionals,,Q495,2020
478,IEP-TOILETING,1.0,"$ 38,197",Paraprofessionals,,Q495,2020
479,School Aides and Other Support Staff,3.0,"$ 980,429",School Aides and Other Support Staff,,Q495,2020
480,ABSENCE COVERAGE,,"$ 59,985",Per Diem,,Q495,2020
481,IEP-ALTERNATE PLACEMENT,,"$ 30,500",Per Diem,,Q495,2020
482,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 93,633",Per Session,,Q495,2020
483,SUMMER STUDENT PROGRAMS,,"$ 564,463",Per Session,,Q495,2020
484,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 23,138",OTPS,,Q495,2020
485,EDUC. & REC. FOR YOUTH SVCS CONTRACTS,,"$ 2,745",OTPS,,Q495,2020
486,EDUCATIONAL CONSULTANTS,,"$ 25,500",OTPS,,Q495,2020
487,EDUCATIONAL SOFTWARE,,"$ 64,325",OTPS,,Q495,2020
488,EQUIPMENT - GENERAL,,"$ 184,591",OTPS,,Q495,2020
489,LIBRARY BOOKS,,"$ 17,515",OTPS,,Q495,2020
490,NON-CONTRACTUAL SERVICES,,"$ 60,291",OTPS,,Q495,2020
491,NON-DP EQUIPMENT REPAIR,,"$ 3,356",OTPS,,Q495,2020
492,OVERTIME ADMIN,,"$ 2,000",OTPS,,Q495,2020
493,PRINTING SERVICES - CONTRACTUAL,,"$ 30,000",OTPS,,Q495,2020
494,SUPPLIES - GENERAL,,"$ 534,609",OTPS,,Q495,2020
495,TEXTBOOKS,,"$ 79,073",OTPS,,Q495,2020
496,TRANSPORTATION OF PUPILS - CONTRACTUAL,,"$ 8,794",OTPS,,Q495,2020
497,TRANSPORTATION OF STAFF - NON-CONTRACT,,"$ 4,500",OTPS,,Q495,2020
498,O TO Q Grievance Set Aside,,"$ 17,000",Setasides,,Q495,2020
499,Not Available,,"$ 70,187",Sixth period coverage,,Q495,2020
500,People Working Partial Year,,"$ 560,772",People Working Partial Year,,Q495,2020
501,Main School,217.0,"$ 23,420,738",School Site,,Q495,2020
502,HEAD OF SCHOOL,1.0,"$ 169,309",Leadership,,Q495,2019
503,ASST HEAD OF SCHOOL,3.0,"$ 374,046",Leadership,,Q495,2019
504,AP - ORGANIZATION,1.0,"$ 136,632",Leadership,,Q495,2019
505,AP - PUPIL PERSONNEL,1.0,"$ 145,041",Leadership,,Q495,2019
506,AP - SUPERVISION,6.0,"$ 753,289",Leadership,,Q495,2019
507,PARENT COORDINATOR,1.0,"$ 40,929",Coordinator/Supervisor/Dean,,Q495,2019
508,SCHOOL SECRETARY,7.0,"$ 414,229",Secretary,,Q495,2019
509,ARTS,1.0,"$ 123,343",High School Departments,SUBJECT SPECIFIC,Q495,2019
510,BUSINESS,2.0,"$ 225,206",High School Departments,SUBJECT SPECIFIC,Q495,2019
511,Commercial Art,5.0,"$ 469,074",High School Departments,SUBJECT SPECIFIC,Q495,2019
512,Commercial Art,0.0,"$ 41,999",High School Departments,WHOLE CLASS,Q495,2019
513,Commercial Art,5.0,"$ 511,073",High School Departments,Sub-Total,Q495,2019
514,Computer Technology,1.0,"$ 93,280",High School Departments,SUBJECT SPECIFIC,Q495,2019
515,ENGLISH LANGUAGE ARTS,20.0,"$ 1,883,891",High School Departments,SUBJECT SPECIFIC,Q495,2019
516,ESL,2.0,"$ 186,560",High School Departments,SUBJECT SPECIFIC,Q495,2019
517,FL - CHINESE,4.0,"$ 373,120",High School Departments,SUBJECT SPECIFIC,Q495,2019
518,FL - FRENCH,2.0,"$ 186,560",High School Departments,SUBJECT SPECIFIC,Q495,2019
519,FL - Japanese,1.0,"$ 90,174",High School Departments,SUBJECT SPECIFIC,Q495,2019
520,FL - Korean,2.0,"$ 186,560",High School Departments,SUBJECT SPECIFIC,Q495,2019
521,FL - LATIN,1.0,"$ 93,280",High School Departments,SUBJECT SPECIFIC,Q495,2019
522,FL - SPANISH,6.0,"$ 489,095",High School Departments,SUBJECT SPECIFIC,Q495,2019
523,HEALTH,2.0,"$ 186,560",High School Departments,SUBJECT SPECIFIC,Q495,2019
524,LIBRARY,3.0,"$ 279,840",High School Departments,SUBJECT SPECIFIC,Q495,2019
525,MATH,24.0,"$ 2,238,720",High School Departments,SUBJECT SPECIFIC,Q495,2019
526,MUSIC,4.0,"$ 373,120",High School Departments,SUBJECT SPECIFIC,Q495,2019
527,PHYSICAL EDUCATION,11.0,"$ 1,026,080",High School Departments,SUBJECT SPECIFIC,Q495,2019
528,SCIENCE - BIOLOGY,10.0,"$ 932,800",High School Departments,SUBJECT SPECIFIC,Q495,2019
529,SCIENCE - CHEMISTRY,7.0,"$ 652,960",High School Departments,SUBJECT SPECIFIC,Q495,2019
530,SCIENCE - EARTH SCIENCE,1.0,"$ 93,280",High School Departments,SUBJECT SPECIFIC,Q495,2019
531,SCIENCE - GENERAL SCIENCE,1.0,"$ 93,280",High School Departments,SUBJECT SPECIFIC,Q495,2019
532,SCIENCE - PHYSICS,4.0,"$ 373,120",High School Departments,SUBJECT SPECIFIC,Q495,2019
533,SOCIAL STUDIES,20.0,"$ 1,865,600",High School Departments,SUBJECT SPECIFIC,Q495,2019
534,SPECIAL EDUCATION,21.0,"$ 1,959,568",High School Departments,ICT - Special Ed Teacher,Q495,2019
535,SPECIAL EDUCATION,3.0,"$ 279,840",High School Departments,SELF-CONTAINED SP ED,Q495,2019
536,SPECIAL EDUCATION,5.0,"$ 453,033",High School Departments,SUBJECT SPECIFIC,Q495,2019
537,SPECIAL EDUCATION,29.0,"$ 2,692,441",High School Departments,Sub-Total,Q495,2019
538,TECHNOLOGY,1.0,"$ 93,280",High School Departments,SUBJECT SPECIFIC,Q495,2019
539,ATTENDANCE,1.0,"$ 93,280",Special Needs - Support Services,PUSH IN-All Students,Q495,2019
540,OCCUPATIONAL THERAPY,1.0,"$ 75,145",Special Needs - Support Services,PUSH IN/PULL OUT,Q495,2019
541,SPEECH,3.0,"$ 280,911",Special Needs - Support Services,PUSH IN/PULL OUT,Q495,2019
542,SUBSTANCE ABUSE PREVENTION & INTERV SPEC (H-BANK),1.0,"$ 83,122",SAPIS,,Q495,2019
543,GUIDANCE COUNSELOR,10.0,"$ 1,027,130",Guidance/Social Workers,,Q495,2019
544,GUIDANCE COUNSELOR BILINGUAL,6.0,"$ 505,877",Guidance/Social Workers,,Q495,2019
545,SCHOOL SOCIAL WORKER,1.0,"$ 101,543",Guidance/Social Workers,,Q495,2019
546,DC 37 PARA (MORE THAN 20 HRS),0.0,"$ 29,466",SBST,,Q495,2019
547,SCHOOL PSYCHOLOGIST,1.0,"$ 99,227",SBST,,Q495,2019
548,SCHOOL SOCIAL WORKERS (MANDATED SERVICES),1.0,"$ 99,227",SBST,,Q495,2019
549,IEP-ALTERNATE PLACEMENT,6.0,"$ 188,910",Paraprofessionals,,Q495,2019
550,IEP-BILINGUAL,1.0,"$ 36,020",Paraprofessionals,,Q495,2019
551,IEP-CRISIS MANAGEMENT(CIT),6.0,"$ 227,496",Paraprofessionals,,Q495,2019
552,IEP-HEALTH,3.0,"$ 108,060",Paraprofessionals,,Q495,2019
553,School Aides and Other Support Staff,4.0,"$ 1,025,652",School Aides and Other Support Staff,,Q495,2019
554,ABSENCE COVERAGE,,"$ 376,348",Per Diem,,Q495,2019
555,IEP-ALTERNATE PLACEMENT,,"$ 110,501",Per Diem,,Q495,2019
556,AFTER/BEFORE SCHOOL STUDENT PROGRAMS,,"$ 522,694",Per Session,,Q495,2019
557,PARENT INVOLVEMENT,,"$ 16,820",Per Session,,Q495,2019
558,PROFESSIONAL DEVELOPMENT,,$ 386,Per Session,,Q495,2019
559,SUMMER STUDENT PROGRAMS,,"$ 694,525",Per Session,,Q495,2019
560,ACADEMIC,,"$ 16,775",Pro Rata,,Q495,2019
561,DATA PROCESSING REPAIR - CONTRACTUAL,,"$ 18,420",OTPS,,Q495,2019
562,EDUC. & REC. FOR YOUTH SVCS CONTRACTS,,"$ 2,459",OTPS,,Q495,2019
563,EDUCATIONAL CONSULTANTS,,"$ 23,840",OTPS,,Q495,2019
564,EDUCATIONAL SOFTWARE,,"$ 68,021",OTPS,,Q495,2019
565,EQUIPMENT - GENERAL,,"$ 330,624",OTPS,,Q495,2019
566,LEGAL AND ARBITRATION CONSULTANTS,,"$ 2,245",OTPS,,Q495,2019
567,LIBRARY BOOKS,,"$ 18,889",OTPS,,Q495,2019
568,NON-CONTRACTUAL SERVICES,,"$ 55,930",OTPS,,Q495,2019
569,NON-DP EQUIPMENT REPAIR,,$ 700,OTPS,,Q495,2019
570,PRINTING SERVICES - CONTRACTUAL,,"$ 35,000",OTPS,,Q495,2019
571,SUPPLIES - GENERAL,,"$ 207,621",OTPS,,Q495,2019
572,TELEPHONE AND OTHER COMMUNICATIONS,,$ 500,OTPS,,Q495,2019
573,TEXTBOOKS,,"$ 22,163",OTPS,,Q495,2019
574,TRANSPORTATION OF PUPILS - CONTRACTUAL,,"$ 29,794",OTPS,,Q495,2019
575,TRANSPORTATION OF STAFF - NON-CONTRACT,,"$ 17,886",OTPS,,Q495,2019
576,Not Available,,"$ 32,111",Sixth period coverage,,Q495,2019
577,People Working Partial Year,,"$ 239,436",People Working Partial Year,,Q495,2019
578,CB GE All Other Salaries Set Aside,,"$ 48,575",Setasides,,Q495,2019
579,CB GE Classroom Teachers Set Aside,,"$ 142,903",Setasides,,Q495,2019
580,CB GE Pupil Support Services Set Aside,,"$ 15,921",Setasides,,Q495,2019
581,CB SE All Other Salaries Set Aside,,"$ 5,391",Setasides,,Q495,2019
582,CB SE Classroom Teachers Set Aside,,"$ 3,275",Setasides,,Q495,2019
583,CB SE Pupil Support Services Set Aside,,"$ 41,897",Setasides,,Q495,2019
584,Mid Year Repayment Set Aside,,"$ 77,030",Setasides,,Q495,2019
585,Main School,229.0,"$ 24,536,444",School Site,,Q495,2019
586,HEAD OF SCHOOL,1.0,"$ 160,253",Leadership,,Q495,2018
587,ASST HEAD OF SCHOOL,3.0,"$ 353,326",Leadership,,Q495,2018
588,AP - ORGANIZATION,1.0,"$ 129,323",Leadership,,Q495,2018
589,AP - PUPIL PERSONNEL,1.0,"$ 137,283",Leadership,,Q495,2018
590,AP - SUPERVISION,6.0,"$ 704,974",Leadership,,Q495,2018
591,PARENT COORDINATOR,1.0,"$ 22,425",Coordinator/Supervisor/Dean,,Q495,2018
592,SCHOOL SECRETARY,8.0,"$ 497,523",Secretary,,Q495,2018
593,ARTS,1.0,"$ 114,661",High School Departments,SUBJECT SPECIFIC,Q495,2018
594,BUSINESS,1.0,"$ 89,503",High School Departments,SUBJECT SPECIFIC,Q495,2018
595,Commercial Art,5.0,"$ 464,036",High School Departments,SUBJECT SPECIFIC,Q495,2018
596,Computer Technology,1.0,"$ 89,503",High School Departments,SUBJECT SPECIFIC,Q495,2018
597,ENGLISH LANGUAGE ARTS,22.0,"$ 1,920,269",High School Departments,SUBJECT SPECIFIC,Q495,2018
598,ESL,2.0,"$ 179,006",High School Departments,SUBJECT SPECIFIC,Q495,2018
599,FL - CHINESE,4.0,"$ 358,012",High School Departments,SUBJECT SPECIFIC,Q495,2018
600,FL - FRENCH,1.0,"$ 89,503",High School Departments,SUBJECT SPECIFIC,Q495,2018
601,FL - Japanese,1.0,"$ 89,503",High School Departments,SUBJECT SPECIFIC,Q495,2018
602,FL - Korean,2.0,"$ 179,006",High School Departments,SUBJECT SPECIFIC,Q495,2018
603,FL - LATIN,2.0,"$ 170,924",High School Departments,SUBJECT SPECIFIC,Q495,2018
604,FL - SPANISH,5.0,"$ 447,515",High School Departments,SUBJECT SPECIFIC,Q495,2018
605,HEALTH,2.0,"$ 179,006",High School Departments,SUBJECT SPECIFIC,Q495,2018
606,LIBRARY,3.0,"$ 268,509",High School Departments,SUBJECT SPECIFIC,Q495,2018
607,MATH,24.0,"$ 2,120,836",High School Departments,SUBJECT SPECIFIC,Q495,2018
608,MUSIC,4.0,"$ 358,012",High School Departments,SUBJECT SPECIFIC,Q495,2018
609,PHYSICAL EDUCATION,12.0,"$ 1,071,637",High School Departments,SUBJECT SPECIFIC,Q495,2018
610,SCIENCE - BIOLOGY,10.0,"$ 863,901",High School Departments,SUBJECT SPECIFIC,Q495,2018
611,SCIENCE - CHEMISTRY,7.0,"$ 626,521",High School Departments,SUBJECT SPECIFIC,Q495,2018
612,SCIENCE - EARTH SCIENCE,1.0,"$ 89,503",High School Departments,SUBJECT SPECIFIC,Q495,2018
613,SCIENCE - GENERAL SCIENCE,1.0,"$ 89,503",High School Departments,SUBJECT SPECIFIC,Q495,2018
614,SCIENCE - PHYSICS,4.0,"$ 358,012",High School Departments,SUBJECT SPECIFIC,Q495,2018
