,allocation_category,amount,location_code,fiscal_year
455,TL LOTE,$ 185,Q495,2019
456,TL MOSL,"$ 2,100",Q495,2019
457,TL NYSTL Hardware HS,"$ 32,170",Q495,2019
458,TL NYSTL Library Books HS,"$ 18,889",Q495,2019
459,TL NYSTL Software HS,"$ 30,276",Q495,2019
460,TL NYSTL Textbooks HS,"$ 175,644",Q495,2019
461,TL OTPS for PSAL HS,"$ 3,294",Q495,2019
462,TL Parent Coordinator HS,"$ 40,929",Q495,2019
463,TL Parent Coordinator OTPS HS,$ 500,Q495,2019
464,TL Potential Mid Year Adj to be Repaid,"$ 1,076,544",Q495,2019
465,TL RS IEP Para,"$ 482,082",Q495,2019
466,TL RS IEP Teacher HS,"$ 93,280",Q495,2019
467,TL RS Mandated Counseling Shared,"$ 206,202",Q495,2019
468,TL RS Mandated Speech Shared,"$ 280,911",Q495,2019
469,TL RS Occupational Therapist PS Shared,"$ 75,145",Q495,2019
470,TL SBST Shared,"$ 231,412",Q495,2019
471,TL School Incentive 2019C3,"$ 23,320",Q495,2019
472,TL School Incentive HS 2019,"$ 46,640",Q495,2019
473,TL School Incentive HS 2019B,"$ 116,600",Q495,2019
474,TL SE CB School Staff,"$ 43,210",Q495,2019
475,TL Strong Schools Strong Communities HS,"$ 16,000",Q495,2019
476,TL Student Club Initiative OTPS,"$ 2,000",Q495,2019
477,TL Summer in the City Shared,"$ 103,051",Q495,2019
478,TL Summer in the City Support Shared,"$ 10,937",Q495,2019
479,TL Terminal and Paid Leaves,"$ 62,790",Q495,2019
480,TL Translation Services,"$ 4,531",Q495,2019
481,TL UFT Officers-Reps and Chapt-Leaders HS,"$ 9,828",Q495,2019
482,TL Vision for School Improvement,"$ 29,907",Q495,2019
483,VATEA,"$ 198,108",Q495,2019
484,Contract for Excellence FY 09 HS,"$ 553,330",Q495,2018
485,IDEA RS IEP Para,"$ 154,425",Q495,2018
486,IDEA SBST Shared,"$ 71,638",Q495,2018
487,OASAS County Initiative Prevention,"$ 8,888",Q495,2018
488,OASAS Sub Abuse,"$ 73,658",Q495,2018
489,OASAS Sub Abuse OTPS,$ 500,Q495,2018
490,Private Grant 42,"$ 6,500",Q495,2018
491,Private Grant 83 - New Visions Multilingual,$ 738,Q495,2018
492,Self Sustaining 60,$ 525,Q495,2018
493,Sequester Aid IDEA RS IEP Paras,"$ 16,499",Q495,2018
494,Sequester/2010 Census Title I SWP,"$ 153,158",Q495,2018
495,Title I SWP,"$ 1,436,544",Q495,2018
496,Title I SWP Parent Involvement,"$ 14,511",Q495,2018
497,Title I SWP Translation Services,"$ 8,056",Q495,2018
498,Title III Immigrant,"$ 9,118",Q495,2018
499,Title III LEP,"$ 23,502",Q495,2018
500,TL 09 C4E CTT HS,"$ 7,108",Q495,2018
501,TL Achieve Now,"$ 50,000",Q495,2018
502,TL Arts Studio HS,"$ 6,990",Q495,2018
503,TL CB School Staff,"$ 258,460",Q495,2018
504,TL Computer Maintenance HS,"$ 20,990",Q495,2018
505,TL CTE Programs HS,"$ 698,097",Q495,2018
506,TL CTE WBL HS,"$ 17,901",Q495,2018
507,TL ELA/Math Student Support,"$ 74,255",Q495,2018
508,TL Fair Student Funding HS,"$ 17,344,290",Q495,2018
509,TL FSF Legacy Teacher Supplement HS,"$ 85,699",Q495,2018
510,TL High School Screened Arts Program,"$ 13,152",Q495,2018
511,TL LOTE,$ 177,Q495,2018
512,TL MOSL,"$ 2,100",Q495,2018
513,TL NYSTL Hardware HS,"$ 34,377",Q495,2018
514,TL NYSTL Library Books HS,"$ 19,594",Q495,2018
515,TL NYSTL Software HS,"$ 32,147",Q495,2018
516,TL NYSTL Textbooks HS,"$ 181,876",Q495,2018
517,TL OTPS for PSAL HS,"$ 3,294",Q495,2018
518,TL Parent and Arts Partner Program OTPS HS,"$ 2,500",Q495,2018
519,TL Parent and Arts Partner Program PS HS,$ 239,Q495,2018
520,TL Parent Coordinator HS,"$ 29,833",Q495,2018
521,TL Parent Coordinator OTPS HS,$ 500,Q495,2018
522,TL Potential Mid Year Adj to be Repaid,"$ 6,633",Q495,2018
523,TL RS IEP Para,"$ 376,284",Q495,2018
524,TL RS IEP Teacher HS,"$ 89,503",Q495,2018
525,TL RS Mandated Counseling Shared,"$ 176,354",Q495,2018
526,TL RS Mandated Speech Shared,"$ 316,636",Q495,2018
527,TL RS Occupational Therapist PS Shared,"$ 72,148",Q495,2018
528,TL SBST Shared,"$ 228,924",Q495,2018
529,TL School Incentive HS 2019,"$ 89,504",Q495,2018
530,TL School Incentive HS 2019B,"$ 223,760",Q495,2018
531,TL Section 504,"$ 34,775",Q495,2018
532,TL Strong Schools Strong Communities HS,"$ 16,000",Q495,2018
533,TL Summer in the City Shared,"$ 105,203",Q495,2018
534,TL Summer in the City Support Shared,"$ 7,851",Q495,2018
535,TL Terminal and Paid Leaves,"$ 54,138",Q495,2018
536,TL Translation Services,"$ 4,730",Q495,2018
537,TL UFT Officers-Reps and Chapt-Leaders HS,"$ 17,901",Q495,2018
538,TL Vision for School Improvement,"$ 29,907",Q495,2018
539,VATEA,"$ 151,017",Q495,2018
540,AIDP Attendance Shared,"$ 150,490",Q435,2022
541,ARPA Academic Recovery,"$ 250,930",Q435,2022
542,ARPA Academic Recovery Arts,"$ 62,733",Q435,2022
543,ARPA Academic Recovery NYSITELL Testing Admin,"$ 13,974",Q435,2022
544,ARPA Academic Recovery Para Summer Rising,"$ 5,810",Q435,2022
545,ARPA Academic Recovery SE After-School Instruction,"$ 102,372",Q435,2022
546,ARPA Academic Recovery SE Counseling,"$ 7,277",Q435,2022
547,ARPA Academic Recovery SE Intervention Training,"$ 2,363",Q435,2022
548,ARPA Academic Recovery SE Planning Prep,"$ 10,596",Q435,2022
549,ARPA Academic Recovery SE RS Related Services,"$ 16,530",Q435,2022
550,ARPA Academic Recovery SE Support Summer Rising,"$ 7,838",Q435,2022
551,ARPA Academic Recovery Summer Rising,"$ 2,005",Q435,2022
552,ARPA Computer Science for All,"$ 20,803",Q435,2022
553,ARPA Election Day Remote Planning,"$ 4,258",Q435,2022
554,ARPA LA Initial Register Relief,"$ 86,102",Q435,2022
555,ARPA LA MYA Register Relief,"$ 263,423",Q435,2022
556,ARPA School COVID Planning Expansion,"$ 26,016",Q435,2022
557,ARPA Vaccine Policy Coverage,"$ 9,645",Q435,2022
558,Contract for Excellence FY 09 HS,"$ 333,837",Q435,2022
559,CRRSA Computer Maintenance,"$ 4,642",Q435,2022
560,CRRSA CRSE Arts Studio,"$ 1,284",Q435,2022
561,CRRSA OTPS for PSAL,"$ 1,393",Q435,2022
562,CRRSA Restoration Arts Studio,"$ 3,256",Q435,2022
563,CRRSA Situation Room,"$ 7,174",Q435,2022
564,High Need Support for Title I,"$ 49,546",Q435,2022
565,High Need Support for Title I STH,"$ 3,592",Q435,2022
566,IDEA RS IEP Para,"$ 24,410",Q435,2022
567,OASAS County Initiative Prevention,"$ 10,000",Q435,2022
568,OASAS Sub Abuse,"$ 79,695",Q435,2022
569,OASAS Sub Abuse OTPS,$ 500,Q435,2022
570,Title I SWP,"$ 461,668",Q435,2022
571,Title I SWP Carry Over,"$ 50,730",Q435,2022
572,Title I SWP Carry Over Parent and Family Engage,"$ 2,058",Q435,2022
573,Title I SWP Parent and Family Engagement,"$ 4,617",Q435,2022
574,Title I SWP STH,"$ 33,472",Q435,2022
575,Title I SWP Translation Services,"$ 4,040",Q435,2022
576,Title III Immigrant Carryover,"$ 8,936",Q435,2022
577,Title III LEP,"$ 18,324",Q435,2022
578,Title III Summer Rising ML Support,"$ 8,492",Q435,2022
579,Title IV Fall Reopening Planning Grant,"$ 11,166",Q435,2022
580,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179",Q435,2022
581,Title IV Well Rounded ELA Math Support,"$ 18,671",Q435,2022
582,TL 09 C4E ICT HS,"$ 156,379",Q435,2022
583,TL 12-Month AP HS,"$ 29,736",Q435,2022
584,TL CB School Staff,"$ 218,269",Q435,2022
585,TL Civics for All,"$ 2,750",Q435,2022
586,TL Computer Maintenance HS,"$ 22,567",Q435,2022
587,TL COVID Register Relief HS,$ 3,Q435,2022
588,TL CRRSA COVID MYA Register Relief HS,"$ 74,299",Q435,2022
589,TL CRRSA Surplus Rollover HS,"$ 102,440",Q435,2022
590,TL E&E College Access 4 All HS,"$ 37,000",Q435,2022
591,TL ELA/Math Student Support,"$ 54,053",Q435,2022
592,TL ELL Initiative College Ready,"$ 18,658",Q435,2022
593,TL Fair Student Funding HS,"$ 8,354,925",Q435,2022
594,TL FSF Post-IEP Support HS,$ 507,Q435,2022
595,TL Implicit Bias Awareness,"$ 16,093",Q435,2022
596,TL MOSL,"$ 1,700",Q435,2022
597,TL NYSTL Hardware HS,"$ 11,663",Q435,2022
598,TL NYSTL Library Books HS,"$ 6,823",Q435,2022
599,TL NYSTL Software HS,"$ 10,026",Q435,2022
600,TL NYSTL Textbooks HS,"$ 63,275",Q435,2022
601,TL Parent Coordinator HS,"$ 44,116",Q435,2022
602,TL Parent Coordinator OTPS HS,$ 500,Q435,2022
603,TL Permanent Placement 2022,"$ 212,094",Q435,2022
604,TL Regents Distributed Scoring,"$ 2,450",Q435,2022
605,TL RS IEP Para,"$ 66,976",Q435,2022
606,TL RS IEP Teacher HS,"$ 108,250",Q435,2022
607,TL RS Mandated Counseling Shared,"$ 138,350",Q435,2022
608,TL RS Mandated Speech Shared,"$ 88,404",Q435,2022
609,TL RS Occupational Therapist PS Shared,"$ 81,110",Q435,2022
610,TL SBST Shared,"$ 258,372",Q435,2022
611,TL School to School Summer Rising Transfers Shared,"$ 24,831",Q435,2022
612,TL Situation Room,"$ 1,976",Q435,2022
613,TL Summer Rising Shared,"$ 43,593",Q435,2022
614,TL Summer Rising Support Shared,"$ 4,989",Q435,2022
615,TL Terminal and Paid Leaves,"$ 52,112",Q435,2022
616,TL Translation Services,"$ 2,831",Q435,2022
617,TL Vision and Hearing Coverage,"$ 173,200",Q435,2022
618,AIDP Attendance Shared,"$ 147,079",Q435,2021
619,Contract for Excellence FY 09 HS,"$ 333,837",Q435,2021
620,High Need Support for Title I,"$ 57,241",Q435,2021
621,IDEA RS IEP Para,"$ 28,138",Q435,2021
622,OASAS County Initiative Prevention,"$ 8,889",Q435,2021
623,OASAS Sub Abuse,"$ 80,553",Q435,2021
624,Rollover Community School Grant SED 40 (88701),"$ 3,590",Q435,2021
625,Rollover Community School Grant SED 45 (88701),$ 950,Q435,2021
626,Title I STH,"$ 3,600",Q435,2021
627,Title I STH Carry Over,"$ 3,600",Q435,2021
628,Title I SWP,"$ 537,221",Q435,2021
629,Title I SWP Carry Over,"$ 65,356",Q435,2021
630,Title I SWP Parent and Family Engagement,"$ 8,444",Q435,2021
631,Title I SWP Translation Services,"$ 4,181",Q435,2021
632,Title III Immigrant,"$ 22,759",Q435,2021
633,Title III Immigrant Carryover,"$ 22,795",Q435,2021
634,Title III LEP,"$ 20,566",Q435,2021
635,Title IV Summer Rising Reopening Planning,"$ 4,760",Q435,2021
636,Title IV Well Rounded ELA Math Support,"$ 19,122",Q435,2021
637,TL 09 C4E ICT HS,"$ 156,379",Q435,2021
638,TL 12-Month AP HS,"$ 30,790",Q435,2021
639,TL Arts Studio HS,"$ 2,240",Q435,2021
640,TL CB School Staff,"$ 143,865",Q435,2021
641,TL Computer Maintenance HS,"$ 25,691",Q435,2021
642,TL Covid MY Register Loss Restoration HS,"$ 86,105",Q435,2021
643,TL CRRSA COVID MYA Register Loss Restoration HS,"$ 258,316",Q435,2021
644,TL CRRSA COVID Teacher Support,"$ 149,791",Q435,2021
645,TL E&E AP for All Support HS,"$ 5,105",Q435,2021
646,TL E&E College Access 4 All HS,"$ 45,000",Q435,2021
647,TL ELA/Math Student Support,"$ 53,533",Q435,2021
648,TL ELL Initiative College Ready,"$ 12,229",Q435,2021
649,TL Fair Student Funding HS,"$ 8,281,173",Q435,2021
650,TL Implicit Bias Awareness,"$ 4,199",Q435,2021
651,TL Instructional Leadership Framework,"$ 24,568",Q435,2021
652,TL NYSTL Hardware HS,"$ 12,053",Q435,2021
653,TL NYSTL Library Books HS,"$ 6,930",Q435,2021
654,TL NYSTL Software HS,"$ 10,415",Q435,2021
655,TL NYSTL Textbooks HS,"$ 21,682",Q435,2021
656,TL Parent Coordinator HS,"$ 44,116",Q435,2021
657,TL Parent Coordinator OTPS HS,$ 500,Q435,2021
658,TL Periodic Assessment,"$ 1,700",Q435,2021
659,TL RS IEP Para,"$ 61,223",Q435,2021
660,TL RS IEP Teacher HS,"$ 106,252",Q435,2021
661,TL RS Mandated Counseling Shared,"$ 108,807",Q435,2021
662,TL RS Mandated Speech Shared,"$ 99,109",Q435,2021
663,TL RS Occupational Therapist PS Shared,"$ 78,516",Q435,2021
664,TL Sabbaticals,"$ 82,164",Q435,2021
665,TL SBST Shared,"$ 248,208",Q435,2021
666,TL School COVID Planning Supplement,"$ 9,336",Q435,2021
667,TL Summer in the City Shared,"$ 35,934",Q435,2021
668,TL Translation Services,"$ 2,929",Q435,2021
669,TL Virtual Content Specialist,"$ 6,335",Q435,2021
670,TL Vision and Hearing Coverage,"$ 170,003",Q435,2021
671,AIDP Attendance Shared,"$ 285,320",Q435,2020
672,Contract for Excellence FY 09 HS,"$ 333,837",Q435,2020
673,High Need Support for Title I,"$ 54,596",Q435,2020
674,IDEA RS IEP Para,"$ 44,015",Q435,2020
675,New Visions 09 - PD Summer 2019,$ 122,Q435,2020
676,OASAS County Initiative Prevention,"$ 8,889",Q435,2020
677,OASAS Sub Abuse,"$ 79,058",Q435,2020
678,OASAS Sub Abuse OTPS,"$ 1,000",Q435,2020
679,Rollover Community School Grant SED 40 (88701),"$ 4,234",Q435,2020
680,Rollover Community School Grant SED 45 (88701),"$ 6,022",Q435,2020
681,Title I SWP,"$ 554,031",Q435,2020
682,Title I SWP Parent and Family Engagement,"$ 5,596",Q435,2020
683,Title I SWP Teacher Leadership,"$ 38,902",Q435,2020
684,Title I SWP Translation Services,"$ 4,217",Q435,2020
685,Title III Immigrant,"$ 21,078",Q435,2020
686,Title III LEP,"$ 19,022",Q435,2020
687,TL 09 C4E CTT HS,"$ 156,379",Q435,2020
688,TL Arts Studio HS,"$ 2,595",Q435,2020
689,TL CB School Staff,"$ 130,436",Q435,2020
690,TL Computer Maintenance HS,"$ 25,691",Q435,2020
691,TL Continuous Improvement HS,"$ 16,000",Q435,2020
692,TL E&E College Access 4 All HS,"$ 62,381",Q435,2020
693,TL ELA/Math Student Support,"$ 59,474",Q435,2020
694,TL ELL Initiative College Ready,"$ 23,080",Q435,2020
695,TL Fair Student Funding HS,"$ 8,316,920",Q435,2020
696,TL FSF School to School Transfers Shared HS,"$ 8,302",Q435,2020
697,TL Instructional Leadership Framework,"$ 24,888",Q435,2020
698,TL MOSL,"$ 1,700",Q435,2020
699,TL NYSTL Hardware HS,"$ 11,314",Q435,2020
700,TL NYSTL Library Books HS,"$ 6,937",Q435,2020
701,TL NYSTL Software HS,"$ 11,190",Q435,2020
702,TL NYSTL Textbooks HS,"$ 64,047",Q435,2020
703,TL OTPS for PSAL HS,"$ 1,393",Q435,2020
704,TL Parent Coordinator HS,"$ 43,698",Q435,2020
705,TL Parent Coordinator OTPS HS,$ 500,Q435,2020
706,TL Regents Distributed Scoring,"$ 6,150",Q435,2020
707,TL RS IEP Para,"$ 125,539",Q435,2020
708,TL RS IEP Teacher HS,"$ 100,105",Q435,2020
709,TL RS Mandated Counseling Shared,"$ 99,986",Q435,2020
710,TL RS Mandated Speech Shared,"$ 96,693",Q435,2020
711,TL RS Occupational Therapist PS Shared,"$ 77,181",Q435,2020
712,TL SBST Shared,"$ 241,438",Q435,2020
713,TL School to School Summer Transfers Shared,"$ 5,698",Q435,2020
714,TL Student Club Advisor PS,"$ 2,000",Q435,2020
715,TL Student Club Initiative OTPS,"$ 2,000",Q435,2020
716,TL Summer in the City Focused Support,"$ 48,267",Q435,2020
717,TL Summer in the City Shared,"$ 33,891",Q435,2020
718,TL Summer in the City Support Shared,"$ 5,463",Q435,2020
719,TL Terminal and Paid Leaves,"$ 99,176",Q435,2020
720,TL Translation Services,"$ 2,477",Q435,2020
721,TL Vision and Hearing Coverage,"$ 160,168",Q435,2020
722,AIDP Attendance Shared,"$ 138,934",Q435,2019
723,Community School Grant SED 15,"$ 118,220",Q435,2019
724,Community School Grant SED 40,"$ 60,845",Q435,2019
725,Community School Grant SED 45,"$ 1,096,365",Q435,2019
726,Contract for Excellence FY 09 HS,"$ 333,837",Q435,2019
727,IDEA RS IEP Para,"$ 44,597",Q435,2019
728,New Visions 09 - Curriculum Professional Develop,$ 364,Q435,2019
729,OASAS County Initiative Prevention,"$ 8,889",Q435,2019
730,OASAS Sub Abuse,"$ 74,170",Q435,2019
731,OASAS Sub Abuse OTPS,$ 500,Q435,2019
732,Private Grant 56 - PlayOn Sports,$ 525,Q435,2019
733,Rollover TI SIG Coh 4 Yr 5 Transformation (26Q435),"$ 81,236",Q435,2019
734,Sequester Aid IDEA RS IEP Paras,"$ 4,765",Q435,2019
735,Sequester/2010 Census Title I SWP,"$ 55,163",Q435,2019
736,Title I SWP,"$ 535,966",Q435,2019
737,Title I SWP Parent and Family Engagement,"$ 5,414",Q435,2019
738,Title I SWP Renewal School Teacher Leadership,"$ 38,893",Q435,2019
739,Title I SWP Translation Services,"$ 4,048",Q435,2019
740,Title III LEP,"$ 19,662",Q435,2019
741,TL 09 C4E CTT HS,"$ 156,379",Q435,2019
742,TL 12-Month AP HS,"$ 28,398",Q435,2019
743,TL Arts Studio HS,"$ 4,250",Q435,2019
744,TL CB Per Session Per Diem Prep,"$ 3,518",Q435,2019
745,TL CB School Staff,"$ 116,663",Q435,2019
746,TL CB School Staff Related Services,"$ 3,879",Q435,2019
747,TL CFES RIS Return from Reassignment,"$ 73,234",Q435,2019
748,TL Computer Maintenance HS,"$ 18,401",Q435,2019
749,TL E&E College Access 4 All HS,"$ 50,000",Q435,2019
750,TL ELA/Math Student Support,"$ 52,579",Q435,2019
751,TL Fair Student Funding HS,"$ 7,964,925",Q435,2019
752,TL FSF Legacy Teacher Supplement HS,"$ 32,258",Q435,2019
753,TL GE CB School Staff,"$ 100,722",Q435,2019
754,TL MOSL,"$ 1,700",Q435,2019
755,TL NYSTL Hardware HS,"$ 11,989",Q435,2019
756,TL NYSTL Library Books HS,"$ 7,040",Q435,2019
757,TL NYSTL Software HS,"$ 11,526",Q435,2019
758,TL NYSTL Textbooks HS,"$ 64,811",Q435,2019
759,TL OTPS for PSAL HS,"$ 1,406",Q435,2019
760,TL Parent Coordinator HS,"$ 41,012",Q435,2019
761,TL Parent Coordinator OTPS HS,$ 500,Q435,2019
762,TL Regents Distributed Scoring,"$ 6,200",Q435,2019
763,TL Renewal ELT HS,"$ 657,164",Q435,2019
764,TL RS IEP Para,"$ 113,762",Q435,2019
765,TL RS IEP Teacher HS,"$ 95,503",Q435,2019
766,TL RS Mandated Counseling Shared,"$ 97,477",Q435,2019
767,TL RS Mandated Speech Shared,"$ 93,637",Q435,2019
768,TL RS Occupational Therapist PS Shared,"$ 75,145",Q435,2019
769,TL Sabbaticals,"$ 78,783",Q435,2019
770,TL SBST Shared,"$ 223,378",Q435,2019
771,TL SE CB School Staff,"$ 13,279",Q435,2019
772,TL Social and Emotional Learning HS,"$ 9,000",Q435,2019
773,TL Strong Schools Strong Communities HS,"$ 16,000",Q435,2019
774,TL Summer in the City Renewal School HS,"$ 38,718",Q435,2019
775,TL Summer in the City Shared,"$ 33,529",Q435,2019
776,TL Summer in the City Support Shared,"$ 6,053",Q435,2019
777,TL Temporary Shortfall Teachers,"$ 34,711",Q435,2019
778,TL Translation Services,"$ 2,377",Q435,2019
779,TL Vision and Hearing Coverage,"$ 152,805",Q435,2019
780,TL Vision for School Improvement,"$ 24,888",Q435,2019
781,Contract for Excellence FY 09 HS,"$ 333,837",Q435,2018
782,IDEA RS IEP Para,"$ 47,316",Q435,2018
783,IDEA SBST Shared,"$ 71,638",Q435,2018
784,Learning Technology Grant 60,"$ 47,967",Q435,2018
785,OASAS County Initiative Prevention,"$ 8,889",Q435,2018
786,OASAS Sub Abuse,"$ 73,594",Q435,2018
787,OASAS Sub Abuse OTPS,$ 500,Q435,2018
788,Private Grant 81,"$ 1,157",Q435,2018
789,Rollover Private Grant 67 (62967),$ 528,Q435,2018
790,Rollover Private Grant 76 - New Visions all Grants,"$ 1,527",Q435,2018
791,Rollover TI SIG Coh4Yr4 Transform(26Q435),"$ 55,218",Q435,2018
792,Self Sustaining 60,$ 525,Q435,2018
793,Sequester Aid IDEA RS IEP Paras,"$ 5,893",Q435,2018
794,Sequester/2010 Census Title I SWP,"$ 56,391",Q435,2018
795,TI SIG Cohort 4 Yr 5 Transformation (26Q435),"$ 143,764",Q435,2018
796,Title I Priority/Focus SWP,"$ 142,887",Q435,2018
797,Title I Priority/Focus SWP Parent Education,"$ 39,090",Q435,2018
798,Title I Renewal School Teacher Leadership,"$ 38,566",Q435,2018
799,Title I SWP,"$ 528,922",Q435,2018
800,Title I SWP Parent Involvement,"$ 5,343",Q435,2018
801,Title I SWP Translation Services,"$ 3,861",Q435,2018
802,Title III Immigrant,"$ 14,921",Q435,2018
803,Title III LEP,"$ 18,510",Q435,2018
804,TL 09 C4E CTT HS,"$ 156,379",Q435,2018
805,TL 12-Month AP HS,"$ 27,356",Q435,2018
806,TL Arts Studio HS,"$ 6,990",Q435,2018
807,TL CB School Staff,"$ 111,392",Q435,2018
808,TL CFES Open Schools Support Staff,"$ 53,834",Q435,2018
809,TL CFES RIS Return from Reassignment,"$ 27,647",Q435,2018
810,TL City Council Member Items,"$ 5,000",Q435,2018
811,TL Computer Maintenance HS,"$ 15,812",Q435,2018
812,TL E&E College Access 4 All HS,"$ 50,000",Q435,2018
813,TL ELA/Math Student Support,"$ 46,257",Q435,2018
814,TL ELL Initiative College Ready,"$ 25,000",Q435,2018
815,TL Fair Student Funding HS,"$ 8,254,591",Q435,2018
816,TL FSF Legacy Teacher Supplement HS,"$ 58,651",Q435,2018
817,TL MOSL,"$ 1,700",Q435,2018
818,TL NYSTL Hardware HS,"$ 12,743",Q435,2018
819,TL NYSTL Library Books HS,"$ 7,263",Q435,2018
820,TL NYSTL Software HS,"$ 11,266",Q435,2018
821,TL NYSTL Textbooks HS,"$ 67,659",Q435,2018
822,TL OTPS for PSAL HS,"$ 1,406",Q435,2018
823,TL Parent Coordinator HS,"$ 41,012",Q435,2018
824,TL Parent Coordinator OTPS HS,$ 500,Q435,2018
825,TL Peer to Peer Mentoring HS,"$ 20,000",Q435,2018
826,TL Regents Distributed Scoring,"$ 6,000",Q435,2018
827,TL Renewal ELA/Math Student Support,"$ 24,766",Q435,2018
828,TL Renewal ELT HS,"$ 703,932",Q435,2018
829,TL RS IEP Para,"$ 114,538",Q435,2018
830,TL RS IEP Teacher HS,"$ 90,686",Q435,2018
831,TL RS Mandated Counseling Shared,"$ 89,976",Q435,2018
832,TL RS Mandated Speech Shared,"$ 90,166",Q435,2018
833,TL RS Occupational Therapist PS Shared,"$ 72,148",Q435,2018
834,TL SBST Shared,"$ 163,590",Q435,2018
835,TL School to School Summer Transfers Shared,"$ 3,542",Q435,2018
836,TL Social and Emotional Learning HS,"$ 5,000",Q435,2018
837,TL Strong Schools Strong Communities HS,"$ 16,000",Q435,2018
838,TL Summer in the City Renewal School HS,"$ 40,516",Q435,2018
839,TL Summer in the City Shared,"$ 34,114",Q435,2018
840,TL Summer in the City Support Shared,"$ 5,317",Q435,2018
841,TL Terminal and Paid Leaves,"$ 55,112",Q435,2018
842,TL Translation Services,"$ 2,267",Q435,2018
843,TL Vision and Hearing Coverage,"$ 145,098",Q435,2018
844,TL Vision for School Improvement,"$ 24,888",Q435,2018
845,AIDP Attendance Shared,"$ 150,490",Q430,2022
846,ARPA Academic Recovery,"$ 480,000",Q430,2022
847,ARPA Academic Recovery Arts,"$ 120,000",Q430,2022
848,ARPA Academic Recovery NYSITELL Testing Admin,"$ 30,580",Q430,2022
849,ARPA Academic Recovery Para Summer Rising,"$ 10,712",Q430,2022
850,ARPA Academic Recovery SE After-School Instruction,"$ 331,726",Q430,2022
851,ARPA Academic Recovery SE Counseling,"$ 18,394",Q430,2022
852,ARPA Academic Recovery SE Intervention Training,"$ 2,363",Q430,2022
853,ARPA Academic Recovery SE Planning Prep,"$ 34,336",Q430,2022
854,ARPA Academic Recovery SE RS Related Services,"$ 61,597",Q430,2022
855,ARPA Academic Recovery SE Support Summer Rising,"$ 14,109",Q430,2022
856,ARPA Election Day Remote Planning,"$ 4,258",Q430,2022
857,ARPA LA MYA Register Relief,"$ 1,331,777",Q430,2022
858,ARPA School COVID Planning Expansion,"$ 74,762",Q430,2022
859,ARPA Vaccine Policy Coverage,"$ 52,693",Q430,2022
860,Contract for Excellence FY 09 HS,"$ 600,220",Q430,2022
