,allocation_category,amount,location_code,fiscal_year
471,ARPA Academic Recovery,"$ 117,846",M517,2022
472,ARPA Academic Recovery AP Summer Rising,"$ 17,990",M517,2022
473,ARPA Academic Recovery Arts,"$ 29,461",M517,2022
474,ARPA Academic Recovery Para Summer Rising,"$ 3,382",M517,2022
475,ARPA Academic Recovery SE After-School Instruction,"$ 34,452",M517,2022
476,ARPA Academic Recovery SE Counseling,"$ 2,695",M517,2022
477,ARPA Academic Recovery SE Intervention Training,"$ 4,987",M517,2022
478,ARPA Academic Recovery SE Planning Prep,"$ 3,566",M517,2022
479,ARPA Academic Recovery SE RS Related Services,"$ 16,530",M517,2022
480,ARPA Academic Recovery SE Support Summer Rising,"$ 12,541",M517,2022
481,ARPA COVID Staffing Support,"$ 74,850",M517,2022
482,ARPA Election Day Remote Planning,"$ 4,791",M517,2022
483,ARPA LA MYA Register Relief,"$ 144,374",M517,2022
484,ARPA Restorative Justice Action Teams,"$ 9,798",M517,2022
485,ARPA School COVID Planning Expansion,"$ 14,317",M517,2022
486,ARPA Vaccine Policy Coverage,"$ 4,823",M517,2022
487,CRRSA Computer Maintenance,"$ 1,120",M517,2022
488,CRRSA CRSE Arts Studio,$ 321,M517,2022
489,CRRSA Restoration Arts Studio,$ 814,M517,2022
490,CRRSA SHSAT,$ 211,M517,2022
491,CRRSA Situation Room,"$ 5,808",M517,2022
492,Funds Pub Schl 302 - PS 517M - OTPS,"$ 155,602",M517,2022
493,Funds Pub Schl 390 - Arnhold Dance Program,"$ 2,200",M517,2022
494,High Need Support for Title I STH,"$ 1,113",M517,2022
495,IDEA RS IEP Para,"$ 44,715",M517,2022
496,Rollover Smart Schools Bond Act,"$ 11,976",M517,2022
497,Title I STH for Non Title I Schools,"$ 26,893",M517,2022
498,Title III Translation Services,"$ 2,340",M517,2022
499,Title IV Fall Reopening Planning Grant,"$ 6,314",M517,2022
500,Title IV Safe Healthy Counseling Summer Rising,"$ 6,179",M517,2022
501,Title IV Well Rounded ELA Math Support,"$ 4,294",M517,2022
502,TL CB School Staff,"$ 22,183",M517,2022
503,TL Computer Maintenance,"$ 5,442",M517,2022
504,TL CRRSA COVID MYA Register Relief,"$ 40,721",M517,2022
505,TL CRRSA FSF Floor Raise,"$ 13,233",M517,2022
506,TL ELA/Math Student Support,"$ 12,431",M517,2022
507,TL Fair Student Funding,"$ 2,507,394",M517,2022
508,TL FSF Floor Raise,"$ 22,420",M517,2022
509,TL MOSL,"$ 1,500",M517,2022
510,TL NYSTL Hardware,"$ 3,692",M517,2022
511,TL NYSTL Library Books,"$ 2,160",M517,2022
512,TL NYSTL Software,"$ 3,395",M517,2022
513,TL NYSTL Textbooks,"$ 12,163",M517,2022
514,TL Parent Coordinator,"$ 38,235",M517,2022
515,TL Parent Coordinator OTPS,$ 500,M517,2022
516,TL Permanent Placement Incentive,"$ 86,599",M517,2022
517,TL RS IEP Para,"$ 182,470",M517,2022
518,TL RS Mandated Counseling Shared,"$ 57,532",M517,2022
519,TL RS Mandated Speech Shared,"$ 103,083",M517,2022
520,TL RS Occupational Therapist PS Shared,"$ 47,563",M517,2022
521,TL Situation Room,"$ 2,824",M517,2022
522,TL Specialized Admissions,"$ 1,269",M517,2022
523,TL Summer Rising Shared,"$ 10,334",M517,2022
524,TL Teacher Career Pathway - Subsidy Allocation,"$ 11,250",M517,2022
525,TL Translation Services,$ 885,M517,2022
526,4K for All,"$ 427,565",M517,2021
527,Funds Pub Schl 06 - PS 517M - OTPS,"$ 72,257",M517,2021
528,High Need Support for Title I STH,"$ 1,127",M517,2021
529,IDEA RS IEP Para,"$ 28,138",M517,2021
530,Title I STH for Non Title I Schools,"$ 29,526",M517,2021
531,Title I STH for Non Title I Schools Carry Over,"$ 3,856",M517,2021
532,Title III Translation Services,"$ 2,253",M517,2021
533,Title IV Summer Rising Reopening Planning,"$ 2,642",M517,2021
534,Title IV Well Rounded ELA Math Support,"$ 4,081",M517,2021
535,TL CB School Staff,"$ 2,989",M517,2021
536,TL Computer Maintenance,"$ 4,163",M517,2021
537,TL CRRSA COVID Teacher Support,"$ 56,121",M517,2021
538,TL ELA/Math Student Support,"$ 11,426",M517,2021
539,TL Fair Student Funding,"$ 2,642,484",M517,2021
540,TL Implicit Bias Awareness,"$ 1,407",M517,2021
541,TL Instructional Leadership Framework,"$ 18,938",M517,2021
542,TL NYSTL Library Books,"$ 2,124",M517,2021
543,TL Parent Coordinator,"$ 39,690",M517,2021
544,TL Parent Coordinator OTPS,$ 500,M517,2021
545,TL Periodic Assessment,"$ 1,500",M517,2021
546,TL Permanent Placement Incentive,"$ 85,141",M517,2021
547,TL RS IEP Para,"$ 139,813",M517,2021
548,TL RS Mandated Counseling Shared,"$ 56,370",M517,2021
549,TL RS Mandated Speech Shared,"$ 99,109",M517,2021
550,TL RS Occupational Therapist PS Shared,"$ 78,516",M517,2021
551,TL School COVID Planning Supplement,"$ 4,951",M517,2021
552,TL Specialized Admissions,$ 941,M517,2021
553,TL Summer in the City Shared,"$ 1,983",M517,2021
554,TL Translation Services,$ 853,M517,2021
555,4K for All,"$ 427,523",M517,2020
556,Funds Pub Schl 04 - PSM517 - Supplies,"$ 141,469",M517,2020
557,High Need Support for Title I STH,$ 702,M517,2020
558,IDEA RS IEP Para,"$ 40,511",M517,2020
559,Private PTA Grant 02,"$ 5,500",M517,2020
560,Private PTA Grant 03,"$ 2,500",M517,2020
561,Rollover Private Grant 32 (82932),"$ 7,590",M517,2020
562,Title I STH for Non Title I Schools,"$ 17,292",M517,2020
563,Title III Translation Services,"$ 2,185",M517,2020
564,TL Arts Studio,$ 865,M517,2020
565,TL CB School Staff,"$ 4,024",M517,2020
566,TL CFES RIS Itinerant (Partial Funding),"$ 51,725",M517,2020
567,TL Computer Maintenance,"$ 4,163",M517,2020
568,TL Continuous Improvement,"$ 16,000",M517,2020
569,TL E&E Algebra for All,"$ 2,262",M517,2020
570,TL E&E MS College Access OTPS,"$ 10,153",M517,2020
571,TL E&E MS College Access PS,"$ 4,639",M517,2020
572,TL ELA/Math Student Support,"$ 10,369",M517,2020
573,TL Fair Student Funding,"$ 2,358,500",M517,2020
574,TL Instructional Leadership Framework,"$ 19,097",M517,2020
575,TL MOSL,"$ 1,500",M517,2020
576,TL NYSTL Hardware,"$ 1,041",M517,2020
577,TL NYSTL Library Books,"$ 1,925",M517,2020
578,TL NYSTL Software,"$ 1,041",M517,2020
579,TL OTPS New Schools,"$ 2,000",M517,2020
580,TL Parent Coordinator,"$ 32,182",M517,2020
581,TL Parent Coordinator OTPS,$ 500,M517,2020
582,TL Permanent Placement Incentive,"$ 80,456",M517,2020
583,TL RS IEP Para,"$ 114,153",M517,2020
584,TL RS Mandated Counseling Shared,"$ 36,358",M517,2020
585,TL RS Mandated Speech Shared,"$ 96,693",M517,2020
586,TL RS Occupational Therapist PS Shared,"$ 77,181",M517,2020
587,TL Summer in the City Shared,"$ 4,931",M517,2020
588,TL Temporary Shortfall Support Staff,"$ 12,674",M517,2020
589,TL Temporary Shortfall Teachers,"$ 284,973",M517,2020
590,TL Translation Services,$ 645,M517,2020
591,4K for All,"$ 197,712",M517,2019
592,Funds Pub Schl 28 - Teachers College Comm Schl,"$ 184,612",M517,2019
593,IDEA RS IEP Para,"$ 77,606",M517,2019
594,Private Grant 32,"$ 9,999",M517,2019
595,Private PTA Grant 01,"$ 14,000",M517,2019
596,Rollover Private Grant 32,"$ 7,727",M517,2019
597,Sequester Aid IDEA RS IEP Paras,"$ 2,382",M517,2019
598,Sequester Aid Title I STH for Non-Title I Schools,$ 578,M517,2019
599,Title I STH for Non Title I Schools,"$ 13,596",M517,2019
600,Title III Translation Services,"$ 2,080",M517,2019
601,TL Arts Studio,$ 850,M517,2019
602,TL CB Per Session Per Diem Prep,$ 844,M517,2019
603,TL CB School Staff,"$ 2,772",M517,2019
604,TL CB School Staff PK,"$ 1,905",M517,2019
605,TL CB School Staff Related Services,$ 672,M517,2019
606,TL CFES RIS Return from Reassignment,"$ 48,228",M517,2019
607,TL Computer Maintenance,"$ 3,747",M517,2019
608,TL Core Curriculum Support,$ 429,M517,2019
609,TL E&E Algebra for All,"$ 12,200",M517,2019
610,TL E&E MS College Access OTPS,"$ 5,992",M517,2019
611,TL E&E MS College Access PS,"$ 4,603",M517,2019
612,TL ELA/Math Student Support,"$ 8,379",M517,2019
613,TL Fair Student Funding,"$ 2,018,023",M517,2019
614,TL GE CB School Staff,"$ 22,612",M517,2019
615,TL Implicit Bias Awareness,"$ 1,304",M517,2019
616,TL Learning Partners Program,"$ 15,000",M517,2019
617,TL Learning Partners Program Support,"$ 7,000",M517,2019
618,TL MOSL,"$ 1,500",M517,2019
619,TL NYSTL Hardware,"$ 3,024",M517,2019
620,TL NYSTL Library Books,"$ 1,776",M517,2019
621,TL NYSTL Software,"$ 2,907",M517,2019
622,TL NYSTL Textbooks,"$ 6,038",M517,2019
623,TL OTPS New Schools,"$ 1,700",M517,2019
624,TL Parent Coordinator,"$ 40,709",M517,2019
625,TL Parent Coordinator OTPS,$ 500,M517,2019
626,TL Potential Mid Year Adj to be Repaid,"$ 54,488",M517,2019
627,TL Potential Mid Year Adj to be Repaid RG,"$ 56,413",M517,2019
628,TL RS IEP Para,"$ 102,102",M517,2019
629,TL RS Mandated Counseling Shared,"$ 10,568",M517,2019
630,TL RS Mandated Speech Shared,"$ 93,637",M517,2019
631,TL RS Occupational Therapist PS Shared,"$ 61,371",M517,2019
632,TL SE CB School Staff,"$ 5,377",M517,2019
633,TL Strong Schools Strong Communities,"$ 16,000",M517,2019
634,TL Summer in the City Shared,$ 672,M517,2019
635,TL Talented and Gifted,$ 185,M517,2019
636,TL Teacher Career Pathway - Subsidy Allocation,"$ 7,500",M517,2019
637,TL Translation Services,$ 614,M517,2019
638,TL Vision for School Improvement,"$ 19,097",M517,2019
639,Funds Pub Schl 72,"$ 200,000",M517,2018
640,IDEA RS IEP Para,"$ 34,375",M517,2018
641,MBK FCEP D5 State Misc 76,"$ 1,785",M517,2018
642,Pre-K,"$ 83,765",M517,2018
643,Private Grant 32,"$ 59,683",M517,2018
644,Private PTA Grant 01,"$ 11,500",M517,2018
645,Sequester Aid IDEA RS IEP Paras,"$ 3,536",M517,2018
646,Sequester Aid Title I STH for Non-Title I Schools,$ 647,M517,2018
647,Title I STH for Non Title I Schools,"$ 15,227",M517,2018
648,Title III Translation Services,"$ 2,149",M517,2018
649,TL CB School Staff,"$ 2,438",M517,2018
650,TL Computer Maintenance,"$ 4,797",M517,2018
651,TL Core Curriculum Support,$ 715,M517,2018
652,TL E&E Algebra for All,"$ 15,000",M517,2018
653,TL E&E Universal Literacy,"$ 13,151",M517,2018
654,TL ELA/Math Student Support,"$ 11,089",M517,2018
655,TL Fair Student Funding,"$ 1,699,861",M517,2018
656,TL Learning Partners Program,"$ 15,000",M517,2018
657,TL Learning Partners Program Support,"$ 10,000",M517,2018
658,TL Long Term Absence,"$ 3,877",M517,2018
659,TL MOSL,"$ 1,500",M517,2018
660,TL NYSTL Library Books,"$ 1,747",M517,2018
661,TL NYSTL Textbooks,"$ 16,881",M517,2018
662,TL OTPS New Schools,"$ 2,900",M517,2018
663,TL Parent Coordinator,"$ 35,743",M517,2018
664,TL Parent Coordinator OTPS,$ 500,M517,2018
665,TL Potential Mid Year Adj to be Repaid,"$ 20,830",M517,2018
666,TL RS IEP Para,"$ 93,115",M517,2018
667,TL RS Mandated Counseling Shared,"$ 22,794",M517,2018
668,TL RS Mandated Speech Shared,"$ 90,166",M517,2018
669,TL Strong Schools Strong Communities,"$ 16,000",M517,2018
670,TL Summer in the City Shared,$ 452,M517,2018
671,TL Talented and Gifted,$ 177,M517,2018
672,TL Translation Services,$ 634,M517,2018
673,TL Vision for School Improvement,"$ 19,097",M517,2018
674,Universal PreK Quality Full-Day,"$ 102,888",M517,2018
675,ARPA Academic Recovery,"$ 60,000",M514,2022
676,ARPA Academic Recovery AP Summer Rising,"$ 35,980",M514,2022
677,ARPA Academic Recovery Arts,"$ 15,000",M514,2022
678,ARPA Academic Recovery CBO Support Summer Rising,"$ 46,554",M514,2022
679,ARPA Academic Recovery Community Schools Expansion,"$ 46,986",M514,2022
680,ARPA Academic Recovery Para Summer Rising,"$ 8,452",M514,2022
681,ARPA Academic Recovery SE After-School Instruction,"$ 31,991",M514,2022
682,ARPA Academic Recovery SE Counseling,"$ 3,638",M514,2022
683,ARPA Academic Recovery SE Intervention Training,"$ 2,363",M514,2022
684,ARPA Academic Recovery SE Planning Prep,"$ 3,311",M514,2022
685,ARPA Academic Recovery SE RS Related Services,"$ 15,312",M514,2022
686,ARPA Academic Recovery SE Support Summer Rising,"$ 6,271",M514,2022
687,ARPA Academic Recovery Social Worker,"$ 154,225",M514,2022
688,ARPA Academic Recovery Summer Rising,"$ 17,244",M514,2022
689,ARPA Academic Recovery Summer Rising ASD,"$ 81,360",M514,2022
690,ARPA Election Day Remote Planning,"$ 3,194",M514,2022
691,ARPA LA Initial Register Relief,"$ 32,208",M514,2022
692,ARPA LA MYA Register Relief,"$ 110,839",M514,2022
693,ARPA School COVID Planning Expansion,"$ 9,680",M514,2022
694,ARPA Vaccine Policy Coverage,"$ 4,823",M514,2022
695,Contract for Excellence FY 09,"$ 117,990",M514,2022
696,CRRSA Computer Maintenance,$ 336,M514,2022
697,CRRSA SHSAT,$ 176,M514,2022
698,CRRSA Situation Room,$ 683,M514,2022
699,High Need Support for Title I,"$ 4,093",M514,2022
700,High Need Support for Title I STH,$ 688,M514,2022
701,IDEA RS IEP Para,"$ 24,410",M514,2022
702,Rollover Smart Schools Bond Act,"$ 6,629",M514,2022
703,Title I SWP,"$ 98,871",M514,2022
704,Title I SWP Carry Over,"$ 12,943",M514,2022
705,Title I SWP Carry Over Parent and Family Engage,$ 491,M514,2022
706,Title I SWP Parent and Family Engagement,$ 989,M514,2022
707,Title I SWP STH,"$ 16,610",M514,2022
708,Title I SWP Translation Services,"$ 1,452",M514,2022
709,Title IV Fall Reopening Planning Grant,"$ 4,330",M514,2022
710,Title IV Safe Healthy Counseling Summer Rising,"$ 9,680",M514,2022
711,Title IV Well Rounded ELA Math Support,"$ 3,575",M514,2022
712,TL CB School Staff,"$ 81,199",M514,2022
713,TL Computer Maintenance,"$ 1,631",M514,2022
714,TL COVID Register Relief,$ 2,M514,2022
715,TL CRRSA COVID MYA Register Relief,"$ 31,262",M514,2022
716,TL CRRSA FSF Floor Raise,"$ 7,778",M514,2022
717,TL ELA/Math Student Support,"$ 10,350",M514,2022
718,TL Fair Student Funding,"$ 1,343,868",M514,2022
719,TL FSF Floor Raise,"$ 13,177",M514,2022
720,TL FSF Post-IEP Support,"$ 1,014",M514,2022
721,TL FSF School to School Transfers Shared HS,"$ 34,194",M514,2022
722,TL MOSL,"$ 1,500",M514,2022
723,TL NYSTL Hardware,"$ 1,412",M514,2022
724,TL NYSTL Library Books,$ 826,M514,2022
725,TL NYSTL Software,"$ 1,299",M514,2022
726,TL NYSTL Textbooks,"$ 7,663",M514,2022
727,TL Parent Coordinator,"$ 44,230",M514,2022
728,TL Parent Coordinator OTPS,$ 500,M514,2022
729,TL Permanent Placement 2022,"$ 85,484",M514,2022
730,TL Permanent Placement Incentive,"$ 85,484",M514,2022
731,TL RS APE Teacher Shared,"$ 112,435",M514,2022
732,TL RS IEP Para,"$ 66,976",M514,2022
733,TL RS Mandated Counseling Shared,"$ 79,448",M514,2022
734,TL RS Mandated Speech Shared,"$ 6,639",M514,2022
735,TL SE Specialized Programs ASD,"$ 690,431",M514,2022
736,TL Situation Room,$ 565,M514,2022
737,TL Specialized Admissions,"$ 1,058",M514,2022
738,TL Summer Rising Shared,"$ 6,695",M514,2022
739,TL Summer Rising Support Shared,"$ 5,981",M514,2022
740,TL Terminal and Paid Leaves,"$ 86,762",M514,2022
741,TL Translation Services,"$ 1,017",M514,2022
742,Contract for Excellence FY 09,"$ 117,990",M514,2021
743,High Need Support for Title I,"$ 4,618",M514,2021
744,IDEA RS IEP Para,"$ 42,207",M514,2021
745,Title I STH,"$ 1,800",M514,2021
746,Title I STH Carry Over,"$ 1,800",M514,2021
747,Title I SWP,"$ 117,952",M514,2021
748,Title I SWP Carry Over,"$ 13,998",M514,2021
749,Title I SWP Parent and Family Engagement,"$ 1,371",M514,2021
750,Title I SWP Summer in the City,"$ 1,523",M514,2021
751,Title I SWP Translation Services,"$ 1,438",M514,2021
752,Title IV Summer Rising Reopening Planning,"$ 1,778",M514,2021
753,Title IV Well Rounded ELA Math Support,"$ 4,249",M514,2021
754,TL CB School Staff,"$ 26,700",M514,2021
755,TL Computer Maintenance,"$ 6,279",M514,2021
756,TL Covid MY Register Loss Restoration,"$ 32,210",M514,2021
757,TL CRRSA COVID MYA Register Loss Restoration,"$ 96,628",M514,2021
758,TL CRRSA COVID Teacher Support,"$ 155,474",M514,2021
759,TL ELA/Math Student Support,"$ 11,897",M514,2021
760,TL Fair Student Funding,"$ 1,539,195",M514,2021
761,TL FSF School to School Transfers Shared,"$ 15,135",M514,2021
762,TL Implicit Bias Awareness,"$ 1,108",M514,2021
763,TL Instructional Leadership Framework,"$ 18,938",M514,2021
764,TL NYSTL Hardware,"$ 1,490",M514,2021
765,TL NYSTL Library Books,$ 857,M514,2021
766,TL NYSTL Software,"$ 1,374",M514,2021
767,TL NYSTL Textbooks,"$ 6,171",M514,2021
768,TL One-Time Allocations,"$ 5,000",M514,2021
769,TL Parent Coordinator,"$ 44,230",M514,2021
770,TL Parent Coordinator OTPS,$ 500,M514,2021
771,TL Periodic Assessment,"$ 1,500",M514,2021
772,TL Permanent Placement Incentive,"$ 75,674",M514,2021
773,TL RS APE Teacher Shared,"$ 109,504",M514,2021
774,TL RS IEP Para,"$ 52,541",M514,2021
775,TL RS Mandated Counseling Shared,"$ 69,479",M514,2021
776,TL RS Mandated Speech Shared,"$ 99,109",M514,2021
777,TL RS Occupational Therapist PS Shared,"$ 78,516",M514,2021
778,TL School COVID Planning Supplement,"$ 3,546",M514,2021
779,TL SE Specialized Programs ASD,"$ 626,569",M514,2021
780,TL Specialized Admissions,$ 865,M514,2021
781,TL Summer in the City Shared,"$ 5,366",M514,2021
782,TL Translation Services,"$ 1,008",M514,2021
783,Contract for Excellence FY 09,"$ 117,990",M514,2020
784,High Need Support for Title I,"$ 4,665",M514,2020
785,IDEA RS IEP Para,"$ 27,847",M514,2020
786,Private Grant 30,$ 91,M514,2020
787,Title I SWP,"$ 113,844",M514,2020
788,Title I SWP Parent and Family Engagement,"$ 1,150",M514,2020
789,Title I SWP Translation Services,"$ 1,511",M514,2020
790,TL Arts Studio,$ 865,M514,2020
791,TL CB School Staff,"$ 19,873",M514,2020
792,TL CFES Open Schools Support Staff,"$ 43,284",M514,2020
793,TL Computer Maintenance,"$ 6,279",M514,2020
794,TL Continuous Improvement,"$ 16,000",M514,2020
795,TL E&E MS College Access OTPS,"$ 9,257",M514,2020
796,TL E&E MS College Access PS,"$ 4,639",M514,2020
797,TL ELA/Math Student Support,"$ 7,660",M514,2020
798,TL Fair Student Funding,"$ 1,582,416",M514,2020
799,TL Instructional Leadership Framework,"$ 19,097",M514,2020
800,TL MOSL,"$ 1,500",M514,2020
801,TL NYSTL Hardware,"$ 1,414",M514,2020
802,TL NYSTL Library Books,$ 867,M514,2020
803,TL NYSTL Software,"$ 1,399",M514,2020
804,TL NYSTL Textbooks,"$ 8,093",M514,2020
805,TL Parent Coordinator,"$ 43,818",M514,2020
806,TL Parent Coordinator OTPS,$ 500,M514,2020
807,TL Permanent Placement Incentive,"$ 70,640",M514,2020
808,TL RS IEP Para,"$ 113,583",M514,2020
809,TL RS Mandated Counseling Shared,"$ 53,239",M514,2020
810,TL RS Mandated Speech Shared,"$ 193,386",M514,2020
811,TL RS Occupational Therapist PS Shared,"$ 77,181",M514,2020
812,TL RS Speech Sixth Period Coverage,"$ 3,003",M514,2020
813,TL SE Specialized Programs ASD,"$ 405,093",M514,2020
814,TL Summer in the City Shared,"$ 2,914",M514,2020
815,TL Summer in the City Support Shared,"$ 15,359",M514,2020
816,TL Translation Services,$ 888,M514,2020
817,Contract for Excellence FY 09,"$ 138,338",M514,2019
818,Funds Pub Schl 82 -Arnhold Dance Program,"$ 2,500",M514,2019
819,IDEA RS IEP Para,"$ 32,080",M514,2019
820,Private Grant 30,"$ 3,500",M514,2019
821,Private Grant 33,$ 91,M514,2019
822,Sequester Aid IDEA RS IEP Paras,"$ 3,574",M514,2019
823,Sequester/2010 Census Title I SWP,"$ 3,841",M514,2019
824,Title I 1003a Summer,"$ 16,979",M514,2019
825,Title I SWP,"$ 89,471",M514,2019
826,Title I SWP Parent and Family Engagement,$ 904,M514,2019
827,Title I SWP Translation Services,"$ 1,472",M514,2019
828,TL Arts Studio,$ 850,M514,2019
829,TL CB Per Session Per Diem Prep,$ 454,M514,2019
830,TL CB School Staff,"$ 29,661",M514,2019
831,TL CFES Open Schools Support Staff,"$ 72,965",M514,2019
832,TL Computer Maintenance,"$ 6,131",M514,2019
833,TL Core Curriculum Support,$ 143,M514,2019
834,TL E&E MS College Access OTPS,"$ 9,534",M514,2019
835,TL E&E MS College Access PS,"$ 4,603",M514,2019
836,TL ELA/Math Student Support,"$ 8,288",M514,2019
837,TL Fair Student Funding,"$ 1,469,664",M514,2019
838,TL GE CB School Staff,"$ 15,911",M514,2019
839,TL MOSL,"$ 1,500",M514,2019
840,TL NYSTL Hardware,"$ 1,379",M514,2019
841,TL NYSTL Library Books,$ 810,M514,2019
842,TL NYSTL Software,"$ 1,326",M514,2019
843,TL NYSTL Textbooks,"$ 6,781",M514,2019
844,TL One-Time Allocations,"$ 3,500",M514,2019
845,TL Parent Coordinator,"$ 41,174",M514,2019
846,TL Parent Coordinator OTPS,$ 500,M514,2019
847,TL RS IEP Para,"$ 85,318",M514,2019
848,TL RS Mandated Counseling Shared,"$ 41,240",M514,2019
849,TL RS Mandated Speech Shared,"$ 187,274",M514,2019
850,TL SE CB School Staff,"$ 11,164",M514,2019
851,TL SE Specialized Programs ASD,"$ 195,062",M514,2019
852,TL Strong Schools Strong Communities,"$ 16,000",M514,2019
853,TL Summer in the City Shared,"$ 6,540",M514,2019
854,TL Summer in the City Support Shared,"$ 14,199",M514,2019
855,TL Teacher Career Pathway - Subsidy Allocation,"$ 46,175",M514,2019
856,TL Translation Services,$ 865,M514,2019
857,TL Vision for School Improvement,"$ 19,097",M514,2019
858,Contract for Excellence FY 09,"$ 138,338",M514,2018
859,Funds Pub Schl 52 - Arnhold Dance Program,"$ 2,500",M514,2018
860,IDEA RS IEP Para,"$ 36,035",M514,2018
861,Sequester Aid IDEA RS IEP Paras,"$ 3,472",M514,2018
862,Sequester/2010 Census Title I SWP,"$ 4,870",M514,2018
863,Title I 1003a Summer,"$ 16,979",M514,2018
864,Title I Priority/Focus SWP,"$ 33,031",M514,2018
865,Title I Priority/Focus SWP Parent Education,"$ 9,205",M514,2018
